domain,xcoord,ycoord
Sierra Nevada (E),-118.05265,36.44187
Sierra Nevada (E),-118.04839,36.43554
Sierra Nevada (E),-118.04335,36.42804
Sierra Nevada (E),-118.04280,36.42715
Sierra Nevada (E),-118.04197,36.42588
Sierra Nevada (E),-118.03363,36.41196
Sierra Nevada (E),-118.03237,36.41010
Sierra Nevada (E),-118.03157,36.40631
Sierra Nevada (E),-118.03056,36.40168
Sierra Nevada (E),-118.02967,36.39724
Sierra Nevada (E),-118.02840,36.39063
Sierra Nevada (E),-118.02803,36.38817
Sierra Nevada (E),-118.02772,36.38646
Sierra Nevada (E),-118.02636,36.37697
Sierra Nevada (E),-118.02602,36.37432
Sierra Nevada (E),-118.02474,36.36632
Sierra Nevada (E),-118.02425,36.36217
Sierra Nevada (E),-118.02372,36.35860
Sierra Nevada (E),-118.02348,36.35718
Sierra Nevada (E),-118.02264,36.34987
Sierra Nevada (E),-118.02417,36.34584
Sierra Nevada (E),-118.02629,36.34047
Sierra Nevada (E),-118.02718,36.33674
Sierra Nevada (E),-118.02936,36.33076
Sierra Nevada (E),-118.02988,36.32941
Sierra Nevada (E),-118.03180,36.32513
Sierra Nevada (E),-118.03375,36.32111
Sierra Nevada (E),-118.03729,36.31475
Sierra Nevada (E),-118.03775,36.30968
Sierra Nevada (E),-118.03813,36.30588
Sierra Nevada (E),-118.03927,36.29628
Sierra Nevada (E),-118.03727,36.29487
Sierra Nevada (E),-118.03612,36.29390
Sierra Nevada (E),-118.03508,36.29294
Sierra Nevada (E),-118.02385,36.28280
Sierra Nevada (E),-118.01675,36.27611
Sierra Nevada (E),-118.01365,36.27323
Sierra Nevada (E),-118.01106,36.26860
Sierra Nevada (E),-118.01005,36.26454
Sierra Nevada (E),-118.00843,36.26215
Sierra Nevada (E),-118.00448,36.25632
Sierra Nevada (E),-118.00029,36.25007
Sierra Nevada (E),-117.99968,36.24917
Sierra Nevada (E),-117.99794,36.24593
Sierra Nevada (E),-117.99592,36.23847
Sierra Nevada (E),-117.99550,36.23743
Sierra Nevada (E),-117.99171,36.22774
Sierra Nevada (E),-117.99043,36.22452
Sierra Nevada (E),-117.98973,36.22278
Sierra Nevada (E),-117.98882,36.21964
Sierra Nevada (E),-117.98787,36.21421
Sierra Nevada (E),-117.98735,36.21124
Sierra Nevada (E),-117.98546,36.20097
Sierra Nevada (E),-117.98547,36.19884
Sierra Nevada (E),-117.98609,36.19180
Sierra Nevada (E),-117.98990,36.18418
Sierra Nevada (E),-117.99163,36.18078
Sierra Nevada (E),-117.99210,36.17984
Sierra Nevada (E),-117.99293,36.17721
Sierra Nevada (E),-117.99309,36.17572
Sierra Nevada (E),-117.99234,36.16560
Sierra Nevada (E),-117.99215,36.16306
Sierra Nevada (E),-117.99162,36.15520
Sierra Nevada (E),-117.99244,36.15305
Sierra Nevada (E),-117.99357,36.14948
Sierra Nevada (E),-117.99514,36.14454
Sierra Nevada (E),-117.99646,36.14194
Sierra Nevada (E),-117.99830,36.13941
Sierra Nevada (E),-118.00515,36.13045
Sierra Nevada (E),-118.00582,36.12962
Sierra Nevada (E),-118.00903,36.12574
Sierra Nevada (E),-118.00776,36.12008
Sierra Nevada (E),-118.00663,36.11532
Sierra Nevada (E),-118.00466,36.10725
Sierra Nevada (E),-118.00400,36.10525
Sierra Nevada (E),-118.00191,36.10294
Sierra Nevada (E),-117.99474,36.09445
Sierra Nevada (E),-117.99387,36.09342
Sierra Nevada (E),-117.99202,36.09119
Sierra Nevada (E),-117.98598,36.08353
Sierra Nevada (E),-117.98487,36.08120
Sierra Nevada (E),-117.98492,36.08008
Sierra Nevada (E),-117.98528,36.07224
Sierra Nevada (E),-117.98475,36.06933
Sierra Nevada (E),-117.98456,36.06824
Sierra Nevada (E),-117.98358,36.06254
Sierra Nevada (E),-117.98294,36.05874
Sierra Nevada (E),-117.98251,36.05692
Sierra Nevada (E),-117.98214,36.05532
Sierra Nevada (E),-117.97751,36.04625
Sierra Nevada (E),-117.97615,36.04368
Sierra Nevada (E),-117.97247,36.03625
Sierra Nevada (E),-117.96819,36.02764
Sierra Nevada (E),-117.96764,36.02648
Sierra Nevada (E),-117.96659,36.02360
Sierra Nevada (E),-117.96618,36.01944
Sierra Nevada (E),-117.96570,36.01428
Sierra Nevada (E),-117.96503,36.00966
Sierra Nevada (E),-117.96462,36.00810
Sierra Nevada (E),-117.96328,36.00397
Sierra Nevada (E),-117.96291,36.00269
Sierra Nevada (E),-117.96143,35.99791
Sierra Nevada (E),-117.95995,35.99296
Sierra Nevada (E),-117.95905,35.99027
Sierra Nevada (E),-117.95733,35.98451
Sierra Nevada (E),-117.95629,35.98144
Sierra Nevada (E),-117.95431,35.97490
Sierra Nevada (E),-117.95349,35.97288
Sierra Nevada (E),-117.95144,35.97035
Sierra Nevada (E),-117.94610,35.96351
Sierra Nevada (E),-117.94480,35.96184
Sierra Nevada (E),-117.94391,35.96078
Sierra Nevada (E),-117.93699,35.95211
Sierra Nevada (E),-117.93603,35.95081
Sierra Nevada (E),-117.93487,35.94897
Sierra Nevada (E),-117.93009,35.93950
Sierra Nevada (E),-117.92627,35.93294
Sierra Nevada (E),-117.92535,35.93122
Sierra Nevada (E),-117.92017,35.92212
Sierra Nevada (E),-117.91885,35.91986
Sierra Nevada (E),-117.91728,35.91768
Sierra Nevada (E),-117.91148,35.90842
Sierra Nevada (E),-117.90956,35.90556
Sierra Nevada (E),-117.90581,35.89948
Sierra Nevada (E),-117.90060,35.89109
Sierra Nevada (E),-117.89986,35.88977
Sierra Nevada (E),-117.89899,35.88828
Sierra Nevada (E),-117.89600,35.88298
Sierra Nevada (E),-117.89479,35.88071
Sierra Nevada (E),-117.89506,35.87957
Sierra Nevada (E),-117.89646,35.87327
Sierra Nevada (E),-117.89813,35.86612
Sierra Nevada (E),-117.89920,35.86025
Sierra Nevada (E),-117.89906,35.85811
Sierra Nevada (E),-117.89918,35.85541
Sierra Nevada (E),-117.89931,35.85047
Sierra Nevada (E),-117.89967,35.84301
Sierra Nevada (E),-117.89973,35.83692
Sierra Nevada (E),-117.89994,35.83229
Sierra Nevada (E),-117.90037,35.82371
Sierra Nevada (E),-117.90057,35.82018
Sierra Nevada (E),-117.90119,35.81470
Sierra Nevada (E),-117.90186,35.80796
Sierra Nevada (E),-117.90284,35.79436
Sierra Nevada (E),-117.90282,35.78027
Sierra Nevada (E),-117.90297,35.77422
Sierra Nevada (E),-117.90198,35.77165
Sierra Nevada (E),-117.90116,35.76939
Sierra Nevada (E),-117.89865,35.76164
Sierra Nevada (E),-117.89665,35.75642
Sierra Nevada (E),-117.89478,35.75069
Sierra Nevada (E),-117.89363,35.74734
Sierra Nevada (E),-117.89176,35.74310
Sierra Nevada (E),-117.88925,35.73702
Sierra Nevada (E),-117.88776,35.73337
Sierra Nevada (E),-117.88560,35.72909
Sierra Nevada (E),-117.88314,35.72445
Sierra Nevada (E),-117.88145,35.72022
Sierra Nevada (E),-117.87992,35.71645
Sierra Nevada (E),-117.87914,35.71425
Sierra Nevada (E),-117.87602,35.70602
Sierra Nevada (E),-117.87473,35.70240
Sierra Nevada (E),-117.87370,35.69957
Sierra Nevada (E),-117.86999,35.68876
Sierra Nevada (E),-117.86925,35.68551
Sierra Nevada (E),-117.87006,35.68442
Sierra Nevada (E),-117.87051,35.68179
Sierra Nevada (E),-117.87142,35.67639
Sierra Nevada (E),-117.87401,35.66934
Sierra Nevada (E),-117.87557,35.66508
Sierra Nevada (E),-117.87643,35.66272
Sierra Nevada (E),-117.87773,35.65680
Sierra Nevada (E),-117.88140,35.65099
Sierra Nevada (E),-117.88322,35.64808
Sierra Nevada (E),-117.88504,35.64572
Sierra Nevada (E),-117.88899,35.63923
Sierra Nevada (E),-117.89113,35.63570
Sierra Nevada (E),-117.89270,35.63312
Sierra Nevada (E),-117.89394,35.63154
Sierra Nevada (E),-117.89985,35.62400
Sierra Nevada (E),-117.90497,35.61746
Sierra Nevada (E),-117.90666,35.61530
Sierra Nevada (E),-117.90949,35.61167
Sierra Nevada (E),-117.91122,35.61048
Sierra Nevada (E),-117.91342,35.60887
Sierra Nevada (E),-117.91733,35.60634
Sierra Nevada (E),-117.91890,35.60531
Sierra Nevada (E),-117.92253,35.60294
Sierra Nevada (E),-117.92693,35.59960
Sierra Nevada (E),-117.92825,35.59886
Sierra Nevada (E),-117.92932,35.59827
Sierra Nevada (E),-117.93830,35.59370
Sierra Nevada (E),-117.94120,35.59222
Sierra Nevada (E),-117.94463,35.59036
Sierra Nevada (E),-117.94768,35.58823
Sierra Nevada (E),-117.95245,35.58489
Sierra Nevada (E),-117.95906,35.58152
Sierra Nevada (E),-117.96050,35.58078
Sierra Nevada (E),-117.96434,35.57878
Sierra Nevada (E),-117.96780,35.57748
Sierra Nevada (E),-117.97542,35.57506
Sierra Nevada (E),-117.97836,35.57373
Sierra Nevada (E),-117.99260,35.57096
Sierra Nevada (E),-117.99450,35.57059
Sierra Nevada (E),-117.99825,35.56989
Sierra Nevada (E),-118.00499,35.56870
Sierra Nevada (E),-118.00727,35.56694
Sierra Nevada (E),-118.00987,35.56491
Sierra Nevada (E),-118.01665,35.55968
Sierra Nevada (E),-118.01939,35.55654
Sierra Nevada (E),-118.02559,35.55038
Sierra Nevada (E),-118.02887,35.54727
Sierra Nevada (E),-118.03291,35.53997
Sierra Nevada (E),-118.03404,35.53808
Sierra Nevada (E),-118.03449,35.53682
Sierra Nevada (E),-118.03505,35.53500
Sierra Nevada (E),-118.03682,35.52980
Sierra Nevada (E),-118.03757,35.52765
Sierra Nevada (E),-118.03962,35.52341
Sierra Nevada (E),-118.04027,35.52208
Sierra Nevada (E),-118.04158,35.51784
Sierra Nevada (E),-118.04255,35.50904
Sierra Nevada (E),-118.04308,35.50486
Sierra Nevada (E),-118.04369,35.49962
Sierra Nevada (E),-118.04417,35.49708
Sierra Nevada (E),-118.04489,35.49355
Sierra Nevada (E),-118.04626,35.48681
Sierra Nevada (E),-118.04685,35.48334
Sierra Nevada (E),-118.04691,35.48207
Sierra Nevada (E),-118.04699,35.47998
Sierra Nevada (E),-118.04680,35.47440
Sierra Nevada (E),-118.04672,35.47217
Sierra Nevada (E),-118.04652,35.46674
Sierra Nevada (E),-118.04658,35.46542
Sierra Nevada (E),-118.04697,35.45536
Sierra Nevada (E),-118.04701,35.45428
Sierra Nevada (E),-118.04706,35.45273
Sierra Nevada (E),-118.04822,35.44543
Sierra Nevada (E),-118.04851,35.44217
Sierra Nevada (E),-118.04892,35.43945
Sierra Nevada (E),-118.05022,35.43051
Sierra Nevada (E),-118.05049,35.42875
Sierra Nevada (E),-118.05044,35.42643
Sierra Nevada (E),-118.04967,35.41931
Sierra Nevada (E),-118.04952,35.41794
Sierra Nevada (E),-118.04887,35.41181
Sierra Nevada (E),-118.04792,35.40294
Sierra Nevada (E),-118.04775,35.40152
Sierra Nevada (E),-118.04753,35.39965
Sierra Nevada (E),-118.04565,35.38421
Sierra Nevada (E),-118.04517,35.38029
Sierra Nevada (E),-118.04474,35.37772
Sierra Nevada (E),-118.04394,35.37362
Sierra Nevada (E),-118.04282,35.36799
Sierra Nevada (E),-118.04236,35.36536
Sierra Nevada (E),-118.04090,35.35739
Sierra Nevada (E),-118.03944,35.34989
Sierra Nevada (E),-118.03881,35.34758
Sierra Nevada (E),-118.03799,35.34553
Sierra Nevada (E),-118.03513,35.33841
Sierra Nevada (E),-118.03420,35.32922
Sierra Nevada (E),-118.03321,35.32209
Sierra Nevada (E),-118.03274,35.31967
Sierra Nevada (E),-118.03200,35.31614
Sierra Nevada (E),-118.03093,35.30994
Sierra Nevada (E),-118.03047,35.30710
Sierra Nevada (E),-118.02773,35.30360
Sierra Nevada (E),-118.02296,35.29745
Sierra Nevada (E),-118.02238,35.29625
Sierra Nevada (E),-118.01893,35.28721
Sierra Nevada (E),-118.01446,35.27086
Sierra Nevada (E),-118.02112,35.26545
Sierra Nevada (E),-118.02347,35.26353
Sierra Nevada (E),-118.02436,35.26281
Sierra Nevada (E),-118.03605,35.25329
Sierra Nevada (E),-118.04123,35.24907
Sierra Nevada (E),-118.04855,35.24311
Sierra Nevada (E),-118.05342,35.23914
Sierra Nevada (E),-118.05875,35.23480
Sierra Nevada (E),-118.06565,35.22918
Sierra Nevada (E),-118.06953,35.22602
Sierra Nevada (E),-118.07392,35.22244
Sierra Nevada (E),-118.07872,35.21852
Sierra Nevada (E),-118.08347,35.21465
Sierra Nevada (E),-118.08816,35.21082
Sierra Nevada (E),-118.09025,35.20912
Sierra Nevada (E),-118.09114,35.20848
Sierra Nevada (E),-118.10240,35.20293
Sierra Nevada (E),-118.11292,35.19774
Sierra Nevada (E),-118.11802,35.19522
Sierra Nevada (E),-118.12533,35.19162
Sierra Nevada (E),-118.13241,35.18813
Sierra Nevada (E),-118.13658,35.18607
Sierra Nevada (E),-118.14968,35.17961
Sierra Nevada (E),-118.15347,35.17774
Sierra Nevada (E),-118.16329,35.17289
Sierra Nevada (E),-118.16640,35.17136
Sierra Nevada (E),-118.17150,35.16934
Sierra Nevada (E),-118.17289,35.16815
Sierra Nevada (E),-118.27498,35.12021
Sierra Nevada (E),-118.27620,35.11915
Sierra Nevada (E),-118.28063,35.11486
Sierra Nevada (E),-118.28599,35.11221
Sierra Nevada (E),-118.29452,35.10799
Sierra Nevada (E),-118.29727,35.10662
Sierra Nevada (E),-118.29877,35.10588
Sierra Nevada (E),-118.30893,35.10084
Sierra Nevada (E),-118.31651,35.09709
Sierra Nevada (E),-118.32206,35.09433
Sierra Nevada (E),-118.32977,35.09051
Sierra Nevada (E),-118.33439,35.08822
Sierra Nevada (E),-118.33778,35.08653
Sierra Nevada (E),-118.34478,35.08306
Sierra Nevada (E),-118.34640,35.08226
Sierra Nevada (E),-118.34832,35.08130
Sierra Nevada (E),-118.35675,35.07573
Sierra Nevada (E),-118.35762,35.07515
Sierra Nevada (E),-118.35880,35.07436
Sierra Nevada (E),-118.36909,35.06751
Sierra Nevada (E),-118.38031,35.06004
Sierra Nevada (E),-118.38428,35.05739
Sierra Nevada (E),-118.38830,35.05472
Sierra Nevada (E),-118.39927,35.04741
Sierra Nevada (E),-118.40133,35.04603
Sierra Nevada (E),-118.40888,35.04101
Sierra Nevada (E),-118.41027,35.04008
Sierra Nevada (E),-118.41924,35.03410
Sierra Nevada (E),-118.42293,35.03164
Sierra Nevada (E),-118.43197,35.02561
Sierra Nevada (E),-118.43645,35.02262
Sierra Nevada (E),-118.44492,35.01697
Sierra Nevada (E),-118.45358,35.03397
Sierra Nevada (E),-118.47232,35.07377
Sierra Nevada (E),-118.48650,35.10564
Sierra Nevada (E),-118.50148,35.13512
Sierra Nevada (E),-118.50514,35.14962
Sierra Nevada (E),-118.50610,35.16284
Sierra Nevada (E),-118.50594,35.17240
Sierra Nevada (E),-118.50498,35.18324
Sierra Nevada (E),-118.50164,35.19216
Sierra Nevada (E),-118.49160,35.21527
Sierra Nevada (E),-118.47901,35.23295
Sierra Nevada (E),-118.44348,35.28378
Sierra Nevada (E),-118.43392,35.29748
Sierra Nevada (E),-118.42117,35.31390
Sierra Nevada (E),-118.41320,35.32425
Sierra Nevada (E),-118.40683,35.33142
Sierra Nevada (E),-118.40221,35.33859
Sierra Nevada (E),-118.40191,35.34980
Sierra Nevada (E),-118.40653,35.35983
Sierra Nevada (E),-118.41816,35.37226
Sierra Nevada (E),-118.43027,35.38119
Sierra Nevada (E),-118.44732,35.38995
Sierra Nevada (E),-118.46261,35.39696
Sierra Nevada (E),-118.46947,35.40094
Sierra Nevada (E),-118.47950,35.40620
Sierra Nevada (E),-118.48843,35.40843
Sierra Nevada (E),-118.50627,35.41720
Sierra Nevada (E),-118.51870,35.42564
Sierra Nevada (E),-118.53017,35.43456
Sierra Nevada (E),-118.54071,35.44263
Sierra Nevada (E),-118.54915,35.44884
Sierra Nevada (E),-118.55311,35.45178
Sierra Nevada (E),-118.55484,35.45427
Sierra Nevada (E),-118.55052,35.46639
Sierra Nevada (E),-118.55148,35.47070
Sierra Nevada (E),-118.54925,35.47659
Sierra Nevada (E),-118.54303,35.48727
Sierra Nevada (E),-118.53522,35.50464
Sierra Nevada (E),-118.52025,35.53889
Sierra Nevada (E),-118.54016,35.56168
Sierra Nevada (E),-118.56247,35.59179
Sierra Nevada (E),-118.57633,35.61028
Sierra Nevada (E),-118.58350,35.62095
Sierra Nevada (E),-118.59147,35.63131
Sierra Nevada (E),-118.61566,35.66332
Sierra Nevada (E),-118.65215,35.71335
Sierra Nevada (E),-118.67350,35.74124
Sierra Nevada (E),-118.69437,35.77008
Sierra Nevada (E),-118.71668,35.79924
Sierra Nevada (E),-118.72626,35.81258
Sierra Nevada (E),-118.74124,35.83122
Sierra Nevada (E),-118.74506,35.84094
Sierra Nevada (E),-118.74570,35.84699
Sierra Nevada (E),-118.74251,35.85321
Sierra Nevada (E),-118.73598,35.86404
Sierra Nevada (E),-118.72546,35.87631
Sierra Nevada (E),-118.71622,35.88508
Sierra Nevada (E),-118.71144,35.89033
Sierra Nevada (E),-118.70714,35.89782
Sierra Nevada (E),-118.69286,35.91562
Sierra Nevada (E),-118.73535,36.01555
Sierra Nevada (E),-118.77823,36.12274
Sierra Nevada (E),-118.85326,36.30342
Sierra Nevada (E),-118.89613,36.42286
Sierra Nevada (E),-118.92982,36.52239
Sierra Nevada (E),-118.99260,36.62039
Sierra Nevada (E),-119.07682,36.72298
Sierra Nevada (E),-119.13654,36.80720
Sierra Nevada (E),-119.19319,36.92664
Sierra Nevada (E),-119.20851,36.98329
Sierra Nevada (E),-119.28660,37.03229
Sierra Nevada (E),-119.36163,37.15786
Sierra Nevada (E),-119.43513,37.28801
Sierra Nevada (E),-119.50250,37.40592
Sierra Nevada (E),-119.54997,37.48248
Sierra Nevada (E),-119.56835,37.51004
Sierra Nevada (E),-119.64185,37.53760
Sierra Nevada (E),-119.73678,37.61570
Sierra Nevada (E),-119.76588,37.66470
Sierra Nevada (E),-119.78157,37.68802
Sierra Nevada (E),-119.05390,37.68785
Sierra Nevada (W),-120.94976,37.68830
Sierra Nevada (W),-119.78157,37.68802
Sierra Nevada (W),-119.76588,37.66470
Sierra Nevada (W),-119.73678,37.61570
Sierra Nevada (W),-119.64185,37.53760
Sierra Nevada (W),-119.56835,37.51004
Sierra Nevada (W),-119.54997,37.48248
Sierra Nevada (W),-119.50250,37.40592
Sierra Nevada (W),-119.43513,37.28801
Sierra Nevada (W),-119.36163,37.15786
Sierra Nevada (W),-119.28660,37.03229
Sierra Nevada (W),-119.20851,36.98329
Sierra Nevada (W),-119.19319,36.92664
Sierra Nevada (W),-119.13654,36.80720
Sierra Nevada (W),-119.07682,36.72298
Sierra Nevada (W),-118.99260,36.62039
Sierra Nevada (W),-118.92982,36.52239
Sierra Nevada (W),-118.89613,36.42286
Sierra Nevada (W),-118.85326,36.30342
Sierra Nevada (W),-118.77823,36.12274
Sierra Nevada (W),-118.73535,36.01555
Sierra Nevada (W),-118.69286,35.91562
Sierra Nevada (W),-118.70714,35.89782
Sierra Nevada (W),-118.71144,35.89033
Sierra Nevada (W),-118.71622,35.88508
Sierra Nevada (W),-118.72546,35.87631
Sierra Nevada (W),-118.73598,35.86404
Sierra Nevada (W),-118.74251,35.85321
Sierra Nevada (W),-118.74570,35.84699
Sierra Nevada (W),-118.74506,35.84094
Sierra Nevada (W),-118.74124,35.83122
Sierra Nevada (W),-118.72626,35.81258
Sierra Nevada (W),-118.71668,35.79924
Sierra Nevada (W),-118.69437,35.77008
Sierra Nevada (W),-118.67350,35.74124
Sierra Nevada (W),-118.65215,35.71335
Sierra Nevada (W),-118.61566,35.66332
Sierra Nevada (W),-118.59147,35.63131
Sierra Nevada (W),-118.58350,35.62095
Sierra Nevada (W),-118.57633,35.61028
Sierra Nevada (W),-118.56247,35.59179
Sierra Nevada (W),-118.54016,35.56168
Sierra Nevada (W),-118.52025,35.53889
Sierra Nevada (W),-118.53522,35.50464
Sierra Nevada (W),-118.54303,35.48727
Sierra Nevada (W),-118.54925,35.47659
Sierra Nevada (W),-118.55148,35.47070
Sierra Nevada (W),-118.55052,35.46639
Sierra Nevada (W),-118.55484,35.45427
Sierra Nevada (W),-118.55311,35.45178
Sierra Nevada (W),-118.54915,35.44884
Sierra Nevada (W),-118.54071,35.44263
Sierra Nevada (W),-118.53017,35.43456
Sierra Nevada (W),-118.51870,35.42564
Sierra Nevada (W),-118.50627,35.41720
Sierra Nevada (W),-118.48843,35.40843
Sierra Nevada (W),-118.47950,35.40620
Sierra Nevada (W),-118.46947,35.40094
Sierra Nevada (W),-118.46261,35.39696
Sierra Nevada (W),-118.44732,35.38995
Sierra Nevada (W),-118.43027,35.38119
Sierra Nevada (W),-118.41816,35.37226
Sierra Nevada (W),-118.40653,35.35983
Sierra Nevada (W),-118.40191,35.34980
Sierra Nevada (W),-118.40221,35.33859
Sierra Nevada (W),-118.40683,35.33142
Sierra Nevada (W),-118.41320,35.32425
Sierra Nevada (W),-118.42117,35.31390
Sierra Nevada (W),-118.43392,35.29748
Sierra Nevada (W),-118.44348,35.28378
Sierra Nevada (W),-118.47901,35.23295
Sierra Nevada (W),-118.49160,35.21527
Sierra Nevada (W),-118.50164,35.19216
Sierra Nevada (W),-118.50498,35.18324
Sierra Nevada (W),-118.50594,35.17240
Sierra Nevada (W),-118.50610,35.16284
Sierra Nevada (W),-118.50514,35.14962
Sierra Nevada (W),-118.50148,35.13512
Sierra Nevada (W),-118.48650,35.10564
Sierra Nevada (W),-118.47232,35.07377
Sierra Nevada (W),-118.45358,35.03397
Sierra Nevada (W),-118.44492,35.01697
Sierra Nevada (W),-118.45180,35.01238
Sierra Nevada (W),-118.45698,35.00892
Sierra Nevada (W),-118.46058,35.00652
Sierra Nevada (W),-118.47074,34.99974
Sierra Nevada (W),-118.47457,34.99718
Sierra Nevada (W),-118.47590,34.99629
Sierra Nevada (W),-118.47718,34.99585
Sierra Nevada (W),-118.48581,34.99285
Sierra Nevada (W),-118.49834,34.98849
Sierra Nevada (W),-118.50122,34.98749
Sierra Nevada (W),-118.51210,34.98370
Sierra Nevada (W),-118.51460,34.98284
Sierra Nevada (W),-118.52727,34.97843
Sierra Nevada (W),-118.53717,34.97498
Sierra Nevada (W),-118.54366,34.97272
Sierra Nevada (W),-118.55419,34.96906
Sierra Nevada (W),-118.56045,34.96687
Sierra Nevada (W),-118.58065,34.95983
Sierra Nevada (W),-118.58393,34.95907
Sierra Nevada (W),-118.61177,34.94901
Sierra Nevada (W),-118.62351,34.94488
Sierra Nevada (W),-118.62574,34.94410
Sierra Nevada (W),-118.62924,34.94288
Sierra Nevada (W),-118.64491,34.93779
Sierra Nevada (W),-118.64608,34.93741
Sierra Nevada (W),-118.65074,34.93528
Sierra Nevada (W),-118.65293,34.93453
Sierra Nevada (W),-118.65501,34.93369
Sierra Nevada (W),-118.66581,34.93011
Sierra Nevada (W),-118.66932,34.92888
Sierra Nevada (W),-118.67425,34.92716
Sierra Nevada (W),-118.68568,34.92316
Sierra Nevada (W),-118.69478,34.91998
Sierra Nevada (W),-118.70005,34.91813
Sierra Nevada (W),-118.71471,34.91300
Sierra Nevada (W),-118.71648,34.91238
Sierra Nevada (W),-118.71809,34.91182
Sierra Nevada (W),-118.71936,34.91137
Sierra Nevada (W),-118.73014,34.90585
Sierra Nevada (W),-118.73887,34.90138
Sierra Nevada (W),-118.74641,34.89751
Sierra Nevada (W),-118.76079,34.89014
Sierra Nevada (W),-118.76194,34.88955
Sierra Nevada (W),-118.76376,34.88862
Sierra Nevada (W),-118.77860,34.88101
Sierra Nevada (W),-118.78856,34.87591
Sierra Nevada (W),-118.79243,34.87392
Sierra Nevada (W),-118.80818,34.86583
Sierra Nevada (W),-118.80951,34.86515
Sierra Nevada (W),-118.81201,34.86387
Sierra Nevada (W),-118.82759,34.85587
Sierra Nevada (W),-118.82976,34.85476
Sierra Nevada (W),-118.83489,34.85327
Sierra Nevada (W),-118.85041,34.84877
Sierra Nevada (W),-118.85174,34.84838
Sierra Nevada (W),-118.86923,34.84330
Sierra Nevada (W),-118.87327,34.84213
Sierra Nevada (W),-118.88591,34.83846
Sierra Nevada (W),-118.89048,34.83713
Sierra Nevada (W),-118.89349,34.83626
Sierra Nevada (W),-118.90673,34.83241
Sierra Nevada (W),-118.91378,34.83036
Sierra Nevada (W),-118.91733,34.82956
Sierra Nevada (W),-118.93707,34.82276
Sierra Nevada (W),-118.93877,34.82302
Sierra Nevada (W),-118.94003,34.82321
Sierra Nevada (W),-118.94144,34.82342
Sierra Nevada (W),-118.94257,34.82360
Sierra Nevada (W),-118.94387,34.82379
Sierra Nevada (W),-118.94546,34.82403
Sierra Nevada (W),-118.94837,34.82447
Sierra Nevada (W),-118.95054,34.82480
Sierra Nevada (W),-118.95725,34.82581
Sierra Nevada (W),-118.95898,34.82612
Sierra Nevada (W),-119.04024,34.83775
Sierra Nevada (W),-119.04262,34.83852
Sierra Nevada (W),-119.04516,34.83863
Sierra Nevada (W),-119.05696,34.84081
Sierra Nevada (W),-119.06177,34.84153
Sierra Nevada (W),-119.07636,34.84372
Sierra Nevada (W),-119.08316,34.84472
Sierra Nevada (W),-119.10708,34.84834
Sierra Nevada (W),-119.12075,34.85036
Sierra Nevada (W),-119.13736,34.85284
Sierra Nevada (W),-119.13956,34.85316
Sierra Nevada (W),-119.14838,34.85448
Sierra Nevada (W),-119.15536,34.85552
Sierra Nevada (W),-119.15826,34.85595
Sierra Nevada (W),-119.17091,34.85784
Sierra Nevada (W),-119.17928,34.85909
Sierra Nevada (W),-119.19063,34.86077
Sierra Nevada (W),-119.20230,34.86251
Sierra Nevada (W),-119.20899,34.86350
Sierra Nevada (W),-119.21036,34.86371
Sierra Nevada (W),-119.21173,34.86404
Sierra Nevada (W),-119.22190,34.86797
Sierra Nevada (W),-119.23163,34.87174
Sierra Nevada (W),-119.24062,34.87522
Sierra Nevada (W),-119.24712,34.87773
Sierra Nevada (W),-119.15948,35.00071
Sierra Nevada (W),-119.11941,35.09087
Sierra Nevada (W),-119.10939,35.18605
Sierra Nevada (W),-119.13443,35.32630
Sierra Nevada (W),-119.16950,35.41646
Sierra Nevada (W),-119.20957,35.56173
Sierra Nevada (W),-119.31476,35.69697
Sierra Nevada (W),-119.35984,35.78213
Sierra Nevada (W),-119.43999,35.92739
Sierra Nevada (W),-119.51512,36.06264
Sierra Nevada (W),-119.59026,36.19788
Sierra Nevada (W),-119.67041,36.32311
Sierra Nevada (W),-119.73552,36.41327
Sierra Nevada (W),-119.81066,36.52848
Sierra Nevada (W),-119.88079,36.61364
Sierra Nevada (W),-119.93088,36.69378
Sierra Nevada (W),-120.05110,36.81901
Sierra Nevada (W),-120.10119,36.85407
Sierra Nevada (W),-120.18634,36.90917
Sierra Nevada (W),-120.26649,36.95926
Sierra Nevada (W),-120.32159,37.02939
Sierra Nevada (W),-120.37669,37.13959
Sierra Nevada (W),-120.41175,37.20471
Sierra Nevada (W),-120.48188,37.29487
Sierra Nevada (W),-120.52696,37.35498
Sierra Nevada (W),-120.58707,37.41008
Sierra Nevada (W),-120.63215,37.45516
Sierra Nevada (W),-120.69226,37.50025
Sierra Nevada (W),-120.76740,37.54533
Sierra Nevada (W),-120.84754,37.59041
Sierra Nevada (W),-120.89763,37.62046
Sierra Nevada (W),-120.93270,37.66555
Sierra Nevada (W),-120.94976,37.68830
Santa Maria Rift,-121.00498,34.41458
Santa Maria Rift,-121.01854,34.42458
Santa Maria Rift,-121.03066,34.43600
Santa Maria Rift,-121.04105,34.44839
Santa Maria Rift,-121.05029,34.46078
Santa Maria Rift,-121.05579,34.47151
Santa Maria Rift,-121.06099,34.48486
Santa Maria Rift,-121.06697,34.50813
Santa Maria Rift,-121.06808,34.50911
Santa Maria Rift,-121.06853,34.51062
