domain,xcoord,ycoord
San Gabriel,-117.05298,34.08921
San Gabriel,-117.05184,34.08887
San Gabriel,-117.05084,34.08857
San Gabriel,-117.04063,34.08487
San Gabriel,-117.03498,34.08280
San Gabriel,-117.02779,34.08010
San Gabriel,-117.02361,34.07854
San Gabriel,-117.01584,34.07567
San Gabriel,-117.01429,34.07514
San Gabriel,-117.00225,34.07038
San Gabriel,-116.99958,34.06932
San Gabriel,-116.99200,34.06708
San Gabriel,-116.98494,34.06503
San Gabriel,-116.98318,34.06455
San Gabriel,-116.98094,34.06387
San Gabriel,-116.97167,34.06085
San Gabriel,-116.96878,34.05997
San Gabriel,-116.96667,34.05938
San Gabriel,-116.96108,34.05774
San Gabriel,-116.95712,34.05640
San Gabriel,-116.95348,34.05521
San Gabriel,-116.95156,34.05450
San Gabriel,-116.94103,34.04987
San Gabriel,-116.93786,34.04839
San Gabriel,-116.93230,34.04585
San Gabriel,-116.93001,34.04499
San Gabriel,-116.91722,34.04070
San Gabriel,-116.91629,34.04031
San Gabriel,-116.90799,34.03736
San Gabriel,-116.90382,34.03594
San Gabriel,-116.89719,34.03459
San Gabriel,-116.89512,34.03414
San Gabriel,-116.89405,34.03419
San Gabriel,-116.88543,34.03455
San Gabriel,-116.88427,34.03455
San Gabriel,-116.88178,34.03477
San Gabriel,-116.87592,34.03480
San Gabriel,-116.87274,34.03472
San Gabriel,-116.87021,34.03539
San Gabriel,-116.86421,34.03731
San Gabriel,-116.86211,34.03825
San Gabriel,-116.85679,34.04062
San Gabriel,-116.85440,34.04197
San Gabriel,-116.84876,34.04501
San Gabriel,-116.83887,34.04601
San Gabriel,-116.83305,34.04625
San Gabriel,-116.82980,34.04637
San Gabriel,-116.82846,34.04649
San Gabriel,-116.82650,34.04666
San Gabriel,-116.82287,34.04695
San Gabriel,-116.81239,34.04600
San Gabriel,-116.80412,34.04569
San Gabriel,-116.79822,34.04613
San Gabriel,-116.79209,34.04707
San Gabriel,-116.78944,34.04738
San Gabriel,-116.78800,34.04761
San Gabriel,-116.78655,34.04759
San Gabriel,-116.78014,34.04817
San Gabriel,-116.77912,34.04838
San Gabriel,-116.77622,34.04865
San Gabriel,-116.77515,34.04876
San Gabriel,-116.77253,34.04902
San Gabriel,-116.76902,34.04938
San Gabriel,-116.76503,34.04958
San Gabriel,-116.76271,34.04975
San Gabriel,-116.76003,34.04994
San Gabriel,-116.75886,34.04998
San Gabriel,-116.75781,34.04996
San Gabriel,-116.74548,34.04918
San Gabriel,-116.74230,34.04902
San Gabriel,-116.73822,34.04882
San Gabriel,-116.73416,34.04851
San Gabriel,-116.72135,34.04765
San Gabriel,-116.71613,34.04708
San Gabriel,-116.71370,34.04670
San Gabriel,-116.71176,34.04637
San Gabriel,-116.70014,34.04386
San Gabriel,-116.69536,34.04293
San Gabriel,-116.69265,34.04243
San Gabriel,-116.67674,34.03725
San Gabriel,-116.67558,34.03684
San Gabriel,-116.67423,34.03637
San Gabriel,-116.67143,34.03539
San Gabriel,-116.66950,34.03473
San Gabriel,-116.65594,34.03008
San Gabriel,-116.64732,34.02714
San Gabriel,-116.64460,34.02621
San Gabriel,-116.64308,34.02572
San Gabriel,-116.64073,34.02521
San Gabriel,-116.62768,34.02231
San Gabriel,-116.62553,34.02182
San Gabriel,-116.62425,34.02155
San Gabriel,-116.61718,34.01994
San Gabriel,-116.61578,34.01952
San Gabriel,-116.60973,34.01768
San Gabriel,-116.59887,34.01450
San Gabriel,-116.59485,34.01330
San Gabriel,-116.59316,34.01259
San Gabriel,-116.59165,34.01203
San Gabriel,-116.57935,34.00754
San Gabriel,-116.57101,34.00442
San Gabriel,-116.56703,34.00194
San Gabriel,-116.56240,33.99972
San Gabriel,-116.55177,33.99464
San Gabriel,-116.54725,33.99183
San Gabriel,-116.53809,33.98615
San Gabriel,-116.53516,33.98432
San Gabriel,-116.53072,33.98160
San Gabriel,-116.52034,33.97402
San Gabriel,-116.51552,33.97051
San Gabriel,-116.51362,33.96912
San Gabriel,-116.50861,33.96525
San Gabriel,-116.50781,33.96463
San Gabriel,-116.50229,33.96037
San Gabriel,-116.49458,33.95441
San Gabriel,-116.49336,33.95347
San Gabriel,-116.48982,33.95073
San Gabriel,-116.48834,33.94964
San Gabriel,-116.48705,33.94871
San Gabriel,-116.48084,33.94436
San Gabriel,-116.47659,33.94139
San Gabriel,-116.46620,33.93411
San Gabriel,-116.46298,33.93186
San Gabriel,-116.46170,33.93095
San Gabriel,-116.46085,33.93038
San Gabriel,-116.44787,33.92181
San Gabriel,-116.44697,33.92122
San Gabriel,-116.44000,33.91660
San Gabriel,-116.43869,33.91577
San Gabriel,-116.43740,33.91492
San Gabriel,-116.43421,33.91281
San Gabriel,-116.42914,33.90945
San Gabriel,-116.42090,33.90398
San Gabriel,-116.41904,33.90285
San Gabriel,-116.41766,33.90209
San Gabriel,-116.41353,33.89983
San Gabriel,-116.40507,33.89521
San Gabriel,-116.39894,33.89186
San Gabriel,-116.39736,33.89087
San Gabriel,-116.38879,33.88551
San Gabriel,-116.38171,33.88107
San Gabriel,-116.38007,33.88009
San Gabriel,-116.37787,33.87884
San Gabriel,-116.37618,33.87791
San Gabriel,-116.37275,33.87602
San Gabriel,-116.36342,33.87086
San Gabriel,-116.35945,33.86867
San Gabriel,-116.35594,33.86674
San Gabriel,-116.34472,33.86073
San Gabriel,-116.34055,33.85849
San Gabriel,-116.33958,33.85797
San Gabriel,-116.33731,33.85678
San Gabriel,-116.33402,33.85487
San Gabriel,-116.33219,33.85383
San Gabriel,-116.32657,33.85065
San Gabriel,-116.32248,33.84833
Western Transverse Ranges,-120.15634,33.86702
Western Transverse Ranges,-120.19492,33.86125
Western Transverse Ranges,-120.20325,33.86589
Western Transverse Ranges,-120.22302,33.87691
Western Transverse Ranges,-120.24220,33.88909
Western Transverse Ranges,-120.25817,33.89923
Western Transverse Ranges,-120.28446,33.91373
Western Transverse Ranges,-120.30401,33.92139
Western Transverse Ranges,-120.33009,33.93162
Western Transverse Ranges,-120.35094,33.94054
Western Transverse Ranges,-120.36713,33.94747
Western Transverse Ranges,-120.38806,33.95089
Western Transverse Ranges,-120.42008,33.95613
Western Transverse Ranges,-120.43751,33.96108
Western Transverse Ranges,-120.46148,33.96789
Western Transverse Ranges,-120.48634,33.97261
Western Transverse Ranges,-120.51771,33.97946
Western Transverse Ranges,-120.51876,33.97969
Western Transverse Ranges,-120.56809,33.96784
Western Transverse Ranges,-120.82061,34.00095
Western Transverse Ranges,-121.01429,34.09376
Western Transverse Ranges,-121.01756,34.10300
Western Transverse Ranges,-121.01277,34.16895
Western Transverse Ranges,-120.99598,34.30685
Western Transverse Ranges,-120.93847,34.39118
Western Transverse Ranges,-120.92690,34.40815
Western Transverse Ranges,-120.89638,34.44413
Western Transverse Ranges,-120.85822,34.48446
Western Transverse Ranges,-120.81353,34.52371
Western Transverse Ranges,-120.71541,34.57276
Western Transverse Ranges,-120.66418,34.59892
Western Transverse Ranges,-120.63392,34.61002
Western Transverse Ranges,-120.63250,34.60957
Western Transverse Ranges,-120.62609,34.60742
Western Transverse Ranges,-120.61938,34.60693
Western Transverse Ranges,-120.61413,34.60716
Western Transverse Ranges,-120.61005,34.60787
Western Transverse Ranges,-120.60626,34.60930
Western Transverse Ranges,-120.60130,34.61073
Western Transverse Ranges,-120.59780,34.61096
Western Transverse Ranges,-120.59080,34.61048
Western Transverse Ranges,-120.58352,34.60951
Western Transverse Ranges,-120.57856,34.60903
Western Transverse Ranges,-120.57215,34.60950
Western Transverse Ranges,-120.56748,34.61021
Western Transverse Ranges,-120.56223,34.61092
Western Transverse Ranges,-120.55640,34.61210
Western Transverse Ranges,-120.54969,34.61376
Western Transverse Ranges,-120.54444,34.61615
Western Transverse Ranges,-120.53977,34.61757
Western Transverse Ranges,-120.53510,34.61852
Western Transverse Ranges,-120.53015,34.61899
Western Transverse Ranges,-120.52431,34.61970
Western Transverse Ranges,-120.52052,34.61946
Western Transverse Ranges,-120.51703,34.61850
Western Transverse Ranges,-120.51411,34.61778
Western Transverse Ranges,-120.51061,34.61801
Western Transverse Ranges,-120.50566,34.61920
Western Transverse Ranges,-120.49837,34.61967
Western Transverse Ranges,-120.49137,34.62061
Western Transverse Ranges,-120.48378,34.62228
Western Transverse Ranges,-120.47562,34.62489
Western Transverse Ranges,-120.46220,34.62822
Western Transverse Ranges,-120.44965,34.63369
Western Transverse Ranges,-120.44295,34.63464
Western Transverse Ranges,-120.43653,34.63654
Western Transverse Ranges,-120.42894,34.64035
Western Transverse Ranges,-120.41961,34.64369
Western Transverse Ranges,-120.41202,34.64463
Western Transverse Ranges,-120.40357,34.64462
Western Transverse Ranges,-120.39453,34.64365
Western Transverse Ranges,-120.38229,34.64196
Western Transverse Ranges,-120.37413,34.64171
Western Transverse Ranges,-120.36480,34.64266
Western Transverse Ranges,-120.35955,34.64337
Western Transverse Ranges,-120.34875,34.64574
Western Transverse Ranges,-120.34205,34.64764
Western Transverse Ranges,-120.33825,34.64788
Western Transverse Ranges,-120.33009,34.64930
Western Transverse Ranges,-120.32513,34.64953
Western Transverse Ranges,-120.32135,34.64786
Western Transverse Ranges,-120.31727,34.64522
Western Transverse Ranges,-120.30533,34.63518
Western Transverse Ranges,-120.29543,34.62848
Western Transverse Ranges,-120.28144,34.62153
Western Transverse Ranges,-120.27270,34.61818
Western Transverse Ranges,-120.26163,34.61602
Western Transverse Ranges,-120.25172,34.61433
Western Transverse Ranges,-120.24676,34.61552
Western Transverse Ranges,-120.23917,34.61646
Western Transverse Ranges,-120.23393,34.61646
Western Transverse Ranges,-120.22139,34.61549
Western Transverse Ranges,-120.21527,34.61333
Western Transverse Ranges,-120.20624,34.61021
Western Transverse Ranges,-120.19022,34.60255
Western Transverse Ranges,-120.16574,34.59320
Western Transverse Ranges,-120.14214,34.58529
Western Transverse Ranges,-120.13631,34.58409
Western Transverse Ranges,-120.12814,34.58336
Western Transverse Ranges,-120.12202,34.58216
Western Transverse Ranges,-120.11211,34.58167
Western Transverse Ranges,-120.10745,34.58190
Western Transverse Ranges,-120.10161,34.58333
Western Transverse Ranges,-120.09403,34.58356
Western Transverse Ranges,-120.08616,34.58259
Western Transverse Ranges,-120.06984,34.58066
Western Transverse Ranges,-120.06109,34.57922
Western Transverse Ranges,-120.05351,34.57945
Western Transverse Ranges,-120.04768,34.58039
Western Transverse Ranges,-120.03893,34.58110
Western Transverse Ranges,-120.03106,34.58085
Western Transverse Ranges,-120.02086,34.57917
Western Transverse Ranges,-120.00599,34.57532
Western Transverse Ranges,-119.99055,34.57077
Western Transverse Ranges,-119.97190,34.56549
Western Transverse Ranges,-119.95674,34.56237
Western Transverse Ranges,-119.94100,34.55972
Western Transverse Ranges,-119.93197,34.55851
Western Transverse Ranges,-119.91943,34.55754
Western Transverse Ranges,-119.91127,34.55658
Western Transverse Ranges,-119.90253,34.55346
Western Transverse Ranges,-119.89909,34.55109
Western Transverse Ranges,-119.89806,34.55122
Western Transverse Ranges,-119.89677,34.55058
Western Transverse Ranges,-119.89013,34.55224
Western Transverse Ranges,-119.88281,34.55294
Western Transverse Ranges,-119.87000,34.55425
Western Transverse Ranges,-119.86766,34.55444
Western Transverse Ranges,-119.86474,34.55418
Western Transverse Ranges,-119.84903,34.55277
Western Transverse Ranges,-119.84123,34.55214
Western Transverse Ranges,-119.83823,34.55194
Western Transverse Ranges,-119.83069,34.55125
Western Transverse Ranges,-119.82024,34.55049
Western Transverse Ranges,-119.81499,34.55001
Western Transverse Ranges,-119.80735,34.54961
Western Transverse Ranges,-119.80617,34.54918
Western Transverse Ranges,-119.80505,34.54874
Western Transverse Ranges,-119.79445,34.54465
Western Transverse Ranges,-119.79144,34.54341
Western Transverse Ranges,-119.78911,34.54247
Western Transverse Ranges,-119.77349,34.53674
Western Transverse Ranges,-119.76800,34.53465
Western Transverse Ranges,-119.75429,34.52956
Western Transverse Ranges,-119.74861,34.52740
Western Transverse Ranges,-119.73254,34.52166
Western Transverse Ranges,-119.73114,34.52133
Western Transverse Ranges,-119.72756,34.52048
Western Transverse Ranges,-119.71331,34.51729
Western Transverse Ranges,-119.69986,34.51436
Western Transverse Ranges,-119.69051,34.51215
Western Transverse Ranges,-119.68148,34.51018
Western Transverse Ranges,-119.66968,34.50759
Western Transverse Ranges,-119.66307,34.50628
Western Transverse Ranges,-119.65626,34.50477
Western Transverse Ranges,-119.64578,34.50258
Western Transverse Ranges,-119.63677,34.50043
Western Transverse Ranges,-119.63513,34.50019
Western Transverse Ranges,-119.62934,34.49932
Western Transverse Ranges,-119.62341,34.49843
Western Transverse Ranges,-119.61306,34.49680
Western Transverse Ranges,-119.60136,34.49545
Western Transverse Ranges,-119.59722,34.49501
Western Transverse Ranges,-119.59011,34.49408
Western Transverse Ranges,-119.57865,34.49272
Western Transverse Ranges,-119.57145,34.49175
Western Transverse Ranges,-119.55772,34.49015
Western Transverse Ranges,-119.55315,34.48954
Western Transverse Ranges,-119.54544,34.48937
Western Transverse Ranges,-119.53908,34.48950
Western Transverse Ranges,-119.52541,34.48980
Western Transverse Ranges,-119.51743,34.48980
Western Transverse Ranges,-119.50520,34.48979
Western Transverse Ranges,-119.50127,34.48994
Western Transverse Ranges,-119.49961,34.49015
Western Transverse Ranges,-119.49053,34.49131
Western Transverse Ranges,-119.48412,34.49222
Western Transverse Ranges,-119.48186,34.49252
Western Transverse Ranges,-119.46483,34.49543
Western Transverse Ranges,-119.45691,34.49650
Western Transverse Ranges,-119.44400,34.49853
Western Transverse Ranges,-119.43601,34.49931
Western Transverse Ranges,-119.42940,34.49968
Western Transverse Ranges,-119.42826,34.49971
Western Transverse Ranges,-119.42153,34.49989
Western Transverse Ranges,-119.40789,34.50030
Western Transverse Ranges,-119.40538,34.50037
Western Transverse Ranges,-119.39227,34.50123
Western Transverse Ranges,-119.37830,34.50202
Western Transverse Ranges,-119.37237,34.50251
Western Transverse Ranges,-119.36855,34.50272
Western Transverse Ranges,-119.34974,34.50475
Western Transverse Ranges,-119.34231,34.50497
Western Transverse Ranges,-119.33143,34.50614
Western Transverse Ranges,-119.32007,34.50741
Western Transverse Ranges,-119.31478,34.50871
Western Transverse Ranges,-119.30648,34.51073
Western Transverse Ranges,-119.29929,34.51269
Western Transverse Ranges,-119.28599,34.51564
Western Transverse Ranges,-119.27980,34.51710
Western Transverse Ranges,-119.27051,34.51948
Western Transverse Ranges,-119.25868,34.52261
Western Transverse Ranges,-119.25595,34.52332
Western Transverse Ranges,-119.24453,34.52685
Western Transverse Ranges,-119.23673,34.52909
Western Transverse Ranges,-119.23103,34.53055
Western Transverse Ranges,-119.22931,34.53062
Western Transverse Ranges,-119.21784,34.53108
Western Transverse Ranges,-119.21435,34.53117
Western Transverse Ranges,-119.19267,34.53195
Western Transverse Ranges,-119.19166,34.53197
Western Transverse Ranges,-119.18868,34.53204
Western Transverse Ranges,-119.17241,34.53255
Western Transverse Ranges,-119.16631,34.53253
Western Transverse Ranges,-119.16471,34.53261
Western Transverse Ranges,-119.16093,34.53341
Western Transverse Ranges,-119.15355,34.53498
Western Transverse Ranges,-119.14899,34.53757
Western Transverse Ranges,-119.14512,34.53808
Western Transverse Ranges,-119.14292,34.53889
Western Transverse Ranges,-119.12515,34.54071
Western Transverse Ranges,-119.11555,34.54229
Western Transverse Ranges,-119.10984,34.54335
Western Transverse Ranges,-119.09449,34.54616
Western Transverse Ranges,-119.07732,34.54922
Western Transverse Ranges,-119.07561,34.54953
Western Transverse Ranges,-119.05663,34.55319
Western Transverse Ranges,-119.04901,34.55455
Western Transverse Ranges,-119.03708,34.55693
Western Transverse Ranges,-119.03183,34.55788
Western Transverse Ranges,-119.02837,34.55852
Western Transverse Ranges,-119.02702,34.55879
Western Transverse Ranges,-119.01866,34.56049
Western Transverse Ranges,-119.01677,34.56097
Western Transverse Ranges,-119.01257,34.56174
Western Transverse Ranges,-119.00008,34.56436
Western Transverse Ranges,-118.99396,34.56567
Western Transverse Ranges,-118.99261,34.56590
Western Transverse Ranges,-118.98223,34.56774
Western Transverse Ranges,-118.96875,34.56899
Western Transverse Ranges,-118.96501,34.56933
Western Transverse Ranges,-118.96198,34.56970
Western Transverse Ranges,-118.95462,34.57099
Western Transverse Ranges,-118.95344,34.57133
Western Transverse Ranges,-118.94880,34.57268
Western Transverse Ranges,-118.93809,34.57579
Western Transverse Ranges,-118.93087,34.57772
Western Transverse Ranges,-118.92026,34.58078
Western Transverse Ranges,-118.91290,34.58292
Western Transverse Ranges,-118.90898,34.58385
Western Transverse Ranges,-118.90567,34.58468
Western Transverse Ranges,-118.88858,34.57841
Western Transverse Ranges,-118.82305,34.57693
Western Transverse Ranges,-118.76274,34.58512
Western Transverse Ranges,-118.73719,34.59133
Western Transverse Ranges,-118.73598,34.59015
Western Transverse Ranges,-118.72978,34.58475
Western Transverse Ranges,-118.72781,34.58350
Western Transverse Ranges,-118.71284,34.57408
Western Transverse Ranges,-118.69910,34.56547
Western Transverse Ranges,-118.69737,34.56420
Western Transverse Ranges,-118.69651,34.56361
Western Transverse Ranges,-118.69441,34.56137
Western Transverse Ranges,-118.68743,34.55396
Western Transverse Ranges,-118.68567,34.55200
Western Transverse Ranges,-118.67915,34.54550
Western Transverse Ranges,-118.67697,34.54328
Western Transverse Ranges,-118.66777,34.53405
Western Transverse Ranges,-118.66597,34.53275
Western Transverse Ranges,-118.66501,34.53208
Western Transverse Ranges,-118.65986,34.52837
Western Transverse Ranges,-118.65156,34.52237
Western Transverse Ranges,-118.64772,34.51954
Western Transverse Ranges,-118.64455,34.51712
Western Transverse Ranges,-118.64310,34.51502
Western Transverse Ranges,-118.64033,34.51101
Western Transverse Ranges,-118.63877,34.50883
Western Transverse Ranges,-118.62991,34.49611
Western Transverse Ranges,-118.62851,34.49407
Western Transverse Ranges,-118.62794,34.49323
Western Transverse Ranges,-118.62395,34.48733
Western Transverse Ranges,-118.62230,34.48575
Western Transverse Ranges,-118.61834,34.48198
Western Transverse Ranges,-118.61301,34.47718
Western Transverse Ranges,-118.60672,34.47096
Western Transverse Ranges,-118.60087,34.46528
Western Transverse Ranges,-118.59623,34.46074
Western Transverse Ranges,-118.59520,34.45973
Western Transverse Ranges,-118.59326,34.45848
Western Transverse Ranges,-118.58882,34.45565
Western Transverse Ranges,-118.58051,34.45056
Western Transverse Ranges,-118.57291,34.44601
Western Transverse Ranges,-118.56527,34.44125
Western Transverse Ranges,-118.56205,34.43933
Western Transverse Ranges,-118.56100,34.43870
Western Transverse Ranges,-118.56011,34.43817
Western Transverse Ranges,-118.55827,34.43705
Western Transverse Ranges,-118.55636,34.43591
Western Transverse Ranges,-118.54599,34.42969
Western Transverse Ranges,-118.53424,34.42266
Western Transverse Ranges,-118.53296,34.42189
Western Transverse Ranges,-118.53192,34.42124
Western Transverse Ranges,-118.52042,34.41426
Western Transverse Ranges,-118.51952,34.41371
Western Transverse Ranges,-118.51710,34.41220
Western Transverse Ranges,-118.51411,34.41033
Western Transverse Ranges,-118.51135,34.40860
Western Transverse Ranges,-118.51018,34.40800
Western Transverse Ranges,-118.50285,34.40423
Western Transverse Ranges,-118.49721,34.40146
Western Transverse Ranges,-118.49182,34.39874
Western Transverse Ranges,-118.48941,34.39755
Western Transverse Ranges,-118.48760,34.39684
Western Transverse Ranges,-118.48887,34.39216
Western Transverse Ranges,-118.48973,34.38923
Western Transverse Ranges,-118.49213,34.37535
Western Transverse Ranges,-118.49314,34.37001
Western Transverse Ranges,-118.49334,34.36893
Western Transverse Ranges,-118.49330,34.36510
Western Transverse Ranges,-118.49371,34.34982
Western Transverse Ranges,-118.49417,34.34593
Western Transverse Ranges,-118.49706,34.34046
Western Transverse Ranges,-118.42191,34.26257
Western Transverse Ranges,-118.42124,34.26133
Western Transverse Ranges,-118.42058,34.26046
Western Transverse Ranges,-118.41849,34.25919
Western Transverse Ranges,-118.40528,34.25124
Western Transverse Ranges,-118.39496,34.24501
Western Transverse Ranges,-118.39125,34.24274
Western Transverse Ranges,-118.38076,34.23637
Western Transverse Ranges,-118.37601,34.23351
Western Transverse Ranges,-118.36712,34.22799
Western Transverse Ranges,-118.36027,34.22384
Western Transverse Ranges,-118.34757,34.21576
Western Transverse Ranges,-118.34391,34.21353
Western Transverse Ranges,-118.34129,34.21318
Western Transverse Ranges,-118.33624,34.21272
Western Transverse Ranges,-118.33400,34.21233
Western Transverse Ranges,-118.32375,34.20732
Western Transverse Ranges,-118.32011,34.20561
Western Transverse Ranges,-118.31113,34.20173
Western Transverse Ranges,-118.30703,34.20001
Western Transverse Ranges,-118.30390,34.19866
Western Transverse Ranges,-118.29727,34.19577
Western Transverse Ranges,-118.28991,34.19341
Western Transverse Ranges,-118.28880,34.19299
Western Transverse Ranges,-118.28651,34.19203
Western Transverse Ranges,-118.27140,34.18612
Western Transverse Ranges,-118.26996,34.18540
Western Transverse Ranges,-118.26295,34.18103
Western Transverse Ranges,-118.25386,34.17526
Western Transverse Ranges,-118.25209,34.17408
Western Transverse Ranges,-118.24388,34.16894
Western Transverse Ranges,-118.23161,34.16142
Western Transverse Ranges,-118.22940,34.15988
Western Transverse Ranges,-118.22696,34.15823
Western Transverse Ranges,-118.22465,34.15745
Western Transverse Ranges,-118.21351,34.15366
Western Transverse Ranges,-118.21138,34.15364
Western Transverse Ranges,-118.20728,34.15367
Western Transverse Ranges,-118.19883,34.15357
Western Transverse Ranges,-118.19745,34.15320
Western Transverse Ranges,-118.19359,34.15215
Western Transverse Ranges,-118.18657,34.15056
Western Transverse Ranges,-118.18346,34.14918
Western Transverse Ranges,-118.17866,34.14705
Western Transverse Ranges,-118.17609,34.14580
Western Transverse Ranges,-118.16242,34.13940
Western Transverse Ranges,-118.16168,34.13860
Western Transverse Ranges,-118.16059,34.13740
Western Transverse Ranges,-118.15844,34.13500
Western Transverse Ranges,-118.15450,34.13085
Western Transverse Ranges,-118.14416,34.11880
Western Transverse Ranges,-118.14648,34.11938
Western Transverse Ranges,-118.15002,34.11956
Western Transverse Ranges,-118.15313,34.11966
Western Transverse Ranges,-118.15623,34.11970
Western Transverse Ranges,-118.15839,34.11969
Western Transverse Ranges,-118.16037,34.11978
Western Transverse Ranges,-118.16330,34.11982
Western Transverse Ranges,-118.16529,34.11971
Western Transverse Ranges,-118.16741,34.11975
Western Transverse Ranges,-118.17134,34.11965
Western Transverse Ranges,-118.17375,34.11955
Western Transverse Ranges,-118.17580,34.11987
Western Transverse Ranges,-118.17753,34.12005
Western Transverse Ranges,-118.17937,34.12025
Western Transverse Ranges,-118.18223,34.12037
Western Transverse Ranges,-118.18481,34.12037
Western Transverse Ranges,-118.18845,34.12048
Western Transverse Ranges,-118.19207,34.12059
Western Transverse Ranges,-118.19515,34.12083
Western Transverse Ranges,-118.20390,34.12152
Western Transverse Ranges,-118.20603,34.12168
Western Transverse Ranges,-118.20966,34.12168
Western Transverse Ranges,-118.21162,34.12173
Western Transverse Ranges,-118.21932,34.12190
Western Transverse Ranges,-118.22414,34.12202
Western Transverse Ranges,-118.23405,34.12014
Western Transverse Ranges,-118.23630,34.11972
Western Transverse Ranges,-118.24162,34.11946
Western Transverse Ranges,-118.24527,34.11898
Western Transverse Ranges,-118.25480,34.11767
Western Transverse Ranges,-118.26349,34.11641
Western Transverse Ranges,-118.26651,34.11596
Western Transverse Ranges,-118.26828,34.11567
Western Transverse Ranges,-118.27044,34.11470
Western Transverse Ranges,-118.27428,34.11285
Western Transverse Ranges,-118.27667,34.11187
Western Transverse Ranges,-118.28058,34.11034
Western Transverse Ranges,-118.28303,34.10954
Western Transverse Ranges,-118.28637,34.10900
Western Transverse Ranges,-118.28855,34.10863
Western Transverse Ranges,-118.28997,34.10840
Western Transverse Ranges,-118.29175,34.10811
Western Transverse Ranges,-118.29365,34.10780
Western Transverse Ranges,-118.29546,34.10755
Western Transverse Ranges,-118.29927,34.10702
Western Transverse Ranges,-118.30032,34.10687
Western Transverse Ranges,-118.30445,34.10629
Western Transverse Ranges,-118.30614,34.10604
Western Transverse Ranges,-118.30741,34.10591
Western Transverse Ranges,-118.30960,34.10573
Western Transverse Ranges,-118.31504,34.10528
Western Transverse Ranges,-118.31869,34.10499
Western Transverse Ranges,-118.32015,34.10493
Western Transverse Ranges,-118.32124,34.10504
Western Transverse Ranges,-118.32294,34.10521
Western Transverse Ranges,-118.32487,34.10539
Western Transverse Ranges,-118.32613,34.10566
Western Transverse Ranges,-118.32783,34.10582
Western Transverse Ranges,-118.32936,34.10595
Western Transverse Ranges,-118.33231,34.10610
Western Transverse Ranges,-118.33422,34.10612
Western Transverse Ranges,-118.33750,34.10611
Western Transverse Ranges,-118.33928,34.10616
Western Transverse Ranges,-118.34101,34.10625
Western Transverse Ranges,-118.34278,34.10625
Western Transverse Ranges,-118.34572,34.10623
Western Transverse Ranges,-118.35039,34.10611
Western Transverse Ranges,-118.35180,34.10576
Western Transverse Ranges,-118.35494,34.10470
Western Transverse Ranges,-118.35605,34.10433
Western Transverse Ranges,-118.35825,34.10376
Western Transverse Ranges,-118.35947,34.10348
Western Transverse Ranges,-118.36062,34.10325
Western Transverse Ranges,-118.36365,34.10174
Western Transverse Ranges,-118.36509,34.10097
Western Transverse Ranges,-118.36566,34.10002
Western Transverse Ranges,-118.36847,34.09759
Western Transverse Ranges,-118.36943,34.09706
Western Transverse Ranges,-118.37255,34.09582
Western Transverse Ranges,-118.37421,34.09545
Western Transverse Ranges,-118.37741,34.09448
Western Transverse Ranges,-118.37884,34.09400
Western Transverse Ranges,-118.38356,34.09317
Western Transverse Ranges,-118.38496,34.09289
Western Transverse Ranges,-118.38876,34.09204
Western Transverse Ranges,-118.38985,34.09174
Western Transverse Ranges,-118.39103,34.09148
Western Transverse Ranges,-118.39274,34.09099
Western Transverse Ranges,-118.39445,34.09011
Western Transverse Ranges,-118.39580,34.08938
Western Transverse Ranges,-118.39896,34.08855
Western Transverse Ranges,-118.40101,34.08840
Western Transverse Ranges,-118.40313,34.08793
Western Transverse Ranges,-118.40460,34.08752
Western Transverse Ranges,-118.40795,34.08656
Western Transverse Ranges,-118.40954,34.08609
Western Transverse Ranges,-118.41071,34.08578
Western Transverse Ranges,-118.41460,34.08480
Western Transverse Ranges,-118.41652,34.08453
Western Transverse Ranges,-118.42113,34.08360
Western Transverse Ranges,-118.41433,34.06817
Western Transverse Ranges,-118.41496,34.06734
Western Transverse Ranges,-118.41580,34.06621
Western Transverse Ranges,-118.41705,34.06461
Western Transverse Ranges,-118.41805,34.06350
Western Transverse Ranges,-118.41896,34.06256
Western Transverse Ranges,-118.41980,34.06176
Western Transverse Ranges,-118.42182,34.06023
Western Transverse Ranges,-118.42271,34.05965
Western Transverse Ranges,-118.42390,34.05890
Western Transverse Ranges,-118.42488,34.05827
Western Transverse Ranges,-118.42573,34.05775
Western Transverse Ranges,-118.42732,34.05676
Western Transverse Ranges,-118.42822,34.05624
Western Transverse Ranges,-118.42944,34.05552
Western Transverse Ranges,-118.43056,34.05488
Western Transverse Ranges,-118.43181,34.05420
Western Transverse Ranges,-118.43387,34.05266
Western Transverse Ranges,-118.43505,34.05263
Western Transverse Ranges,-118.43765,34.05169
Western Transverse Ranges,-118.43984,34.05088
Western Transverse Ranges,-118.44180,34.05016
Western Transverse Ranges,-118.44402,34.04950
Western Transverse Ranges,-118.44651,34.04896
Western Transverse Ranges,-118.44775,34.04886
Western Transverse Ranges,-118.45032,34.04862
Western Transverse Ranges,-118.45133,34.04857
Western Transverse Ranges,-118.45378,34.04801
Western Transverse Ranges,-118.45527,34.04705
Western Transverse Ranges,-118.45752,34.04566
Western Transverse Ranges,-118.45852,34.04516
Western Transverse Ranges,-118.46018,34.04445
Western Transverse Ranges,-118.46121,34.04515
Western Transverse Ranges,-118.46214,34.04422
Western Transverse Ranges,-118.46364,34.04412
