name,Alternative,source author,CFM Version,model description,Descriptor,Strike,Dip,Area,Exposure,Slip Sense,References,Reference Check,ID comments,USGS ID
PNRA-CRSF-YUHA-Yuha_Well_fault_north_set1-CFM5,1,CMDT,CFM5,CFM5 model,,19.05,89.341,1397480,,,,,,309
PNRA-CRSF-YUHA-Yuha_Well_fault_northwest_steep-CFM5,1,UCSB,CFM5,CFM5 model,,211.759,89.6835,10537300,,,,,,309
PNRA-CRSF-YUHA-Yuha_Well_fault_west_steep-CFM5,1,UCSB,CFM5,steep-CFM5 model,,30.955,89.928,20516200,,,,,,309
PNRA-CRSF-YUHA-Yuha_fault-CFM5,1,CMDT,CFM5,CFM5 model,,213.264,79.4309,98763300,,,,,"mapped by CGS, probably has id",missing
PNRA-CSTF-SJQH-San_Joaquin_Hills_fault_truncated-CFM3,1,HRVD,CFM3,,,125.781,24.4278,389805000,,r,,,,186
PNRA-DVVZ-DVSV-Davies_Valley_fault-CFM5,1,UCSB,CFM5,CFM5 model,,157.351,85.795,39387400,,,,,,310
PNRA-DVVZ-NDVV-Northern_Davies_Valley_set1-CFM4,1,CMDT,CFM4,set1 - CFM4 model,,143.881,76.9692,8842820,,,,,,310
PNRA-ELSZ-CHNO-Chino_fault_Central_Ave-CFM4,2,CMDT,CFM4,Central Avenue,CTLA,141.635,68.9943,169506000,surface,orlr,,X,,126b
PNRA-ELSZ-CHNO-Chino_fault_main-CFM4,1,UCSB,CFM4,main,MAIN,142.52,74.4497,270072000,surface,orlr,,X,,126b
PNRA-ELSZ-CYMT-Elsinore_fault-CFM4,1,CMDT,CFM4,,CFM4,306.3383,83.0033,612650000,surface,orlr,,,,126f
PNRA-ELSZ-GLIV-Glen_Ivy_North_fault-CFM4,1,UCSB,CFM4,CFM4 model,CFM4,127.18,87.4591,599663000,surface,rlss,,X,,126c
PNRA-ELSZ-GLIV-Glen_Ivy_South_fault-CFM4,1,CMDT,CFM4,CFM4 model,CFM4,131.992,88.7793,204327000,surface,rlss,,X,,126d
PNRA-ELSZ-INDV-Indiviso_fault-CFM4,1,UCSB,CFM4,CFM4 model-main,MAIN,128.861,76.9097,826104000,,,,,Proposed new id,proposed 126h
PNRA-ELSZ-INDV-Indiviso_fault_splay-CFM4,2,UCSB,CFM4,CFM4 model-splay,SPLY,309.7105,73.8618,298453000,,,,,Proposed new id,proposed 126h
PNRA-ELSZ-JULN-Elsinore_fault_Wildomar_link-CFM4,1,CMDT,CFM4,Wildomar-link,LINK,309.6298,81.0128,161435000,surface,rlss,,,,126e
PNRA-ELSZ-JULN-Elsinore_fault_north-CFM4,1,UCSB,CFM4,CFM4 model,CFM4,303.8718,85.0492,462436000,surface,rlss,,,,126e
PNRA-ELSZ-JULN-Elsinore_fault_south-CFM4,1,UCSB,CFM4,CFM4 model,CFM4,129.861,87.6665,923964000,surface,rlss,,,,126e
PNRA-ELSZ-LGSD-Laguna_Salada_fault_east_branch_dipping-CFM5,1,UCSB,CFM5,east branch-dipping,EAST,156.499,64.9716,122989000,surface,orln,,X,,126g
PNRA-ELSZ-LGSD-Laguna_Salada_fault_east_branch_dipping_splay-CFM5,3,UCSB,CFM5,,,178.061,64.8893,40423100,surface,orln,,X,,126g
PNRA-ELSZ-LGSD-Laguna_Salada_fault_north-CFM5,1,CMDT,CFM5,north section-main,NRTH,125.561,81.898,448957000,surface,orln,,X,,126g
PNRA-ELSZ-LGSD-Laguna_Salada_fault_south-CFM5,1,CMDT,CFM5,south section-main,SOTH,128.34,81.6304,835726000,surface,orln,,X,,126g
PNRA-ELSZ-LGSD-Laguna_Salada_fault_west_branch_center-CFM5,4,UCSB,CFM4,,,143.017,81.0758,54166000,surface,orln,,X,,126g
PNRA-ELSZ-LGSD-Laguna_Salada_fault_west_branch_deep_splay-CFM5,2,CMDT,CFM5,West Branch-deep_splay_east,WBRE,317.7208,87.2572,28632500,surface,orln,,X,,126g
PNRA-ELSZ-LGSD-Laguna_Salada_fault_west_branch_east-CFM5,1,CMDT,CFM5,West Branch-east,WBRE,138.108,81.0354,80690800,surface,orln,,X,,126g
PNRA-ELSZ-LGSD-Laguna_Salada_fault_west_branch_west-CFM5,6,UCSB,CFM4,,,,,92870100,surface,orln,,X,,126g
PNRA-ELSZ-SRCP-Borrego_fault-CFM4,1,CMDT,CFM4,shallow SCPF from trace; previously PNRA-ELSZ-SRCP-Sierra_Cucapah-Borrego_fault,SSCF,46.066,90,23916300,,,,,Proposed new id,proposed 126j
PNRA-ELSZ-SRCP-Paso_Inferior_fault-CFM4,1,CMDT,CFM4,shallow SCPF from trace,SSCF,146.343,58.0006,13354600,,,,,Proposed new id,proposed 126j
PNRA-ELSZ-SRCP-Paso_Superior_fault-CFM4,1,CMDT,CFM4,shallow SCPF from trace,SSCF,328.759,71.0885,191547000,,,,,Proposed new id,proposed 126j
PNRA-ELSZ-SRCP-Pescadores_fault-CFM4,1,CMDT,CFM4,shallow SCPF from trace; previously PNRA-ELSZ-SRCP-Sierra_Cucapah-Pescadores_fault,SSCF,131.8,50.8415,56353200,,,ECMT=El Mayor Cucapah Mapping Team,,Proposed new id,proposed 126j
PNRA-ELSZ-SRCP-Sierra_Cucapah_fault-CFM4,1,CMDT,CFM4,deep from seismicity,DEEP,312.3304,72.0734,1158380000,,,,,Proposed new id,proposed 126j
PNRA-ELSZ-TMCL-Wildomar_fault-CFM4,1,UCSB,CFM4,CFM4 model,CFM4,314.0782,83.8195,683071000,surface,rlss,,,,126d
PNRA-ELSZ-TMCL-Willard_fault-CFM4,1,UCSB,CFM4,CFM4 model,CFM4,313.6765,84.5996,561935000,surface,rlss,,,,126d
PNRA-ELSZ-WHIT-East_Montebello_fault-CFM3,1,HRVD,CFM3,,,329.3206,89.8103,198224000,surface,rlss,,,,356
PNRA-ELSZ-WHIT-Whittier_Heights_fault-CFM1,1,HRVD,CFM1,,,329.1021,81.5696,109063000,,,,,,126a
PNRA-ELSZ-WHIT-Whittier_fault-CFM4,1,UCSB,CFM4,CFM4 model,CFM4,297.5599,74.7334,678608000,surface,orlr,,,,126a
PNRA-ELSZ-WHIT-Workman_Hill_fault-CFM1,1,HRVD,CFM1,,,310.0777,75.3643,113820000,,,,,,126a
PNRA-ELSZ-YUHA-Sierra_Cucapah_fault_NW_splay-CFM5,1,CMDT,CFM5,northwest splay w/trace; previously -NW-extension-Laguna Salada fault-Treiman,NWST,314.4268,82.737,95469200,,,,,Proposed new id,proposed 126i
PNRA-ELSZ-YUHA-Sierra_Cucapah_fault_blind_north-CFM5,1,CMDT,CFM5,Blind northern,NRTH,305.8572,88.4169,85766000,,,,,Proposed new id,proposed 126i
PNRA-HSSF-AGCT-Agua_Caliente_fault_zone-CFM4,1,UCSB,CFM4,,ZONE,,,1317540000,,,"Rockwell et al., 2013; Gordon et al. 2015",,496b?,496
PNRA-HSSF-HOTS-Hot_Springs_fault-CFM4,,,,,,300.6327,82.5424,639484000,,,"Janecke et al., 2010; Gordon et al., 2015",,496c?,496
PNRA-HSSF-MRHS-Murrieta_Hotsprings_fault-CFM4,,,,,,290.9734,83.4263,552321000,,,"Janecke et al., 2010; Gordon et al., 2015",,496d?,496
PNRA-NBJD-CDVD-Canada_David_detachment-CFM3,,HRVD,CFM3,,,193.16,24.8365,1433730000,,,,,,missing
PNRA-NBJD-SRCP-Cerro_Centinela_fault-CFM2,,HRVD,CFM2,,,229.821,24.7046,113989000,,,,,but mapped,missing
PNRA-NIRC-LABS-Newport_Inglewood_fault_dip_w_splays_split-CFM5,1,UCSB_HRVD,CFM5,,,,,1457600000,surface,rlss,,X,,127a-b
PNRA-SJFZ-ANZA-Buck_Ridge_fault-CFM4,1,UCSB,CFM4,CFM4 model,CFM4,298.4795,89.1468,622613000,surface,rlss,,X,,125c
PNRA-SJFZ-ANZA-Clark_fault_north-CFM4,3,CMDT,CFM4,north (upper and lower combined),NUP1,306.0179,83.2849,642011000,surface,rlss,,X,,125c
PNRA-SJFZ-ANZA-Clark_fault_south_east-CFM4,1,UCSB,CFM4,south-east,SE1,303.1609,87.2301,263280000,surface,rlss,,X,,125c
PNRA-SJFZ-ANZA-Clark_fault_south_main-CFM4,1,UCSB,CFM4,south-main,SM,301.358,87.5132,996274000,surface,rlss,,X,,125c
PNRA-SJFZ-ANZA-Clark_fault_south_west-CFM4,1,CMDT,CFM4,south-west,SE2,117.617,88.5804,82249100,surface,rlss,,X,,125c
PNRA-SJFZ-ANZA-Clark_fault_south_west_link-CFM4,2,CMDT,CFM4,south-west-link,SEXT,314.4124,85.7714,93683400,surface,rlss,,X,,125c
PNRA-SJFZ-ANZA-Hot_Springs_Buck_Ridge_link-CFM4,1,CMDT,CFM4,,LINK,144.448,88.7236,264241000,surface,rlss,,X,,125c
PNRA-SJFZ-BRMT-Coyote_Creek_blind_fault_north_east-CFM4,1,UCSB,CFM4,east,,307.5101,83.6782,175085000,surface,rlss,,,,125e
PNRA-SJFZ-BRMT-Coyote_Creek_fault-CFM4,1,UCSB,CFM4,,,,,628534000,surface,rlss,,,,125e
PNRA-SJFZ-CYTC-Coyote_Creek_fault-CFM4,1,UCSB,CFM4,main,MAIN,,,728983000,surface,rlss,,,,125d
PNRA-SJFZ-CYTC-Coyote_Creek_fault_center_east_splay-CFM4,2,UCSB,CFM4,center-east_splay,CFM4,,,,,,,,,125d
PNRA-SJFZ-IMPV-Dixieland_fault-CFM5,1,CMDT,CFM5,complete; previously Superstition_Mtn-New_River_extension,CMPL,42.289,90,497846000,,,,,,proposed 125h
PNRA-SJFZ-IMPV-Weinert_El_Centro_fault-CFM5,1,UCSB,CFM4,CFM4 model,CFM4,314.7584,89.1452,323928000,,,,,proposed 125h,125f
PNRA-SJFZ-IMPV-Weinert_Superstition_Hills_link-CFM5,1,CMDT,CFM4,CFM4 model,CFM4,139.383,89.9975,8596280,,,,,,proposed 125h
PNRA-SJFZ-SBRN-Glen_Helen_fault-CFM4,1,UCSB,CFM4,,ALT1,309.3948,87.3382,227873000,surface,rlss,,,,125a
PNRA-SJFZ-SBRN-Loma_Linda_fault-CFM4,1,UCSB,CFM4,CFM4 model,CFM4,319.7344,87.4697,223705000,surface,rlss,,,,125a
PNRA-SJFZ-SBRN-Lytle_Creek_fault-CFM4,1,UCSB,CFM4,,CFM4,315.5661,89.9542,136858000,surface,rlss,,,,125a
PNRA-SJFZ-SBRN-Rialto_Colton_fault-CFM4,1,UCSB,CFM4,CFM4 model,CFM4,308.2211,85.0564,225807000,surface,rlss,,,,125a
PNRA-SJFZ-SBRN-San_Jacinto_Claremont_fault-CFM4,1,UCSB,CFM4,,MAIN,316.1648,86.9975,817993000,,,,,,125a
PNRA-SJFZ-SJCV-Casa_Loma_fault-CFM4,1,UCSB,CFM4,,ALT1,134.024,88.3275,467104000,surface,rlss,,,,125b
PNRA-SJFZ-SJCV-Claremont_fault-CFM4,1,UCSB,CFM4,Main,CFM4,131.292,84.249,685499000,surface,rlss,,,,125b
PNRA-SJFZ-SJCV-Hot_Springs_fault-CFM4,1,UCSB,CFM4,,MAIN,129.011,86.5252,687907000,surface,rlss,,,,125b
PNRA-SJFZ-SJCV-Hot_Springs_fault_west-CFM4,3,UCSB,CFM4,west branch,WEST,98.229,85.1338,145086000,surface,rlss,,,,125b
PNRA-SJFZ-SJCV-San_Jacinto_Claremont_fault-east-CFM4,2,UCSB,CFM4,east branch,EAST,311.9362,88.3481,186828000,surface,rlss,,,,125b
PNRA-SJFZ-SSHS-Superstition_Hills_fault-CFM4,1,UCSB,CFM4,CFM4 model,CFM4,306.312,90,358868000,surface,rlss,,,,125f
PNRA-SJFZ-SSMT-Superstition_Mountain_fault-CFM4,1,UCSB,CFM4,CFM4 model,CFM4,297.6223,90,287446000,surface,rlss,,,,125g
PNRA-SJFZ-SSMT-West_Mesa_fault-CFM5,1,UCSB,CFM5,CFM5 model,,120.982,88.1906,180701000,surface,rlss,,,,125g
SAFS-MHFZ-LSBM-Berdoo_Canyon_fault-CFM4,1,UCSB,CFM4,,,153.14,77.8487,66317100,,,,,,265
SAFS-MHFZ-LSBM-Indio_Hills_fault-CFM4,1,UCSB,CFM4,,,144.392,90,80725200,,,,,,297
SAFS-MHFZ-MCHS-Hidden_Springs_fault-CFM4,1,UCSB,CFM4,CFM4 model,CFM4,152.463,85.0594,114076000,,,"Williams et al., 1990; Lin et al., 2007; Nicholson et al., 2010, 2014",,,313+314
SAFS-MHFZ-MCHS-Mecca_Hills_fault-CFM4,1,UCSB,CFM4,CFM4 model,CFM4,321.989,79.0154,144684000,,,,,,316
SAFS-MHFZ-MCHS-Painted_Canyon_fault-CFM4,1,UCSB,CFM4,,,316.9936,86.5853,94719100,,,,,,316
SAFS-MHFZ-MULT-Mecca_Hills_Hidden_Springs_fault_deep-CFM4,1,CMDT,CFM4,,,315.9473,64.7978,627598000,,,"Williams et al., 1990; Lin et al., 2007; Nicholson et al., 2010, 2014",,,297+265+313+316+314
SAFS-SAFZ-1812-San_Andreas_fault_rupture-LOZS-CFM5,2,UCSB,CFM5,Lozos 1812 rupture model,LOZS,,,,,,,,,
SAFS-SAFZ-1857-San_Andreas_fault_rupture-CFM5,1,UCSB,CFM5,,,,,,,,,,,1 f-h
SAFS-SAFZ-BSZS-Southern_San_Andreas_blind_extension-CFM4,1,UCSB,CFM4,blind vertical extension @ Bombay Beach,,321.0436,90,72973800,,,"Nicholson et al., 2010, 2014",,proposed qfaults id,1k
SAFS-SAFZ-CLCZ-San_Andreas_fault-CHLM-CFM4,1,UCSB,CFM4,Cholame section,CHLM,142.812,87.1311,669574000,surface,rlss,,,,1g
SAFS-SAFZ-CLCZ-San_Andreas_fault-CRRZ-CFM4,2,UCSB,CFM4,Carrizo section,CRRZ,27.782,0.095083,2235470000,surface,rlss,,,,1g
SAFS-SAFZ-COAV-Banning_NPS_fault_splay-CFM4,1,UCSB,CFM4,upper down-dip splay between Banning & NPS,CFM4,,,,,,,,,
SAFS-SAFZ-COAV-Mission_Creek_fault_strand-CFM4,1,UCSB,CFM4,CFM4 model-south,,310.0468,85.9967,606692000,surface,rlss,"Nicholson et al., 2010, 2012, 2014",X,,1j
SAFS-SAFZ-COAV-North_Palm_Springs_fault-CFM4,1,CMDT,CFM4,CFM4 model-blind,BLND,285.6376,44.0268,202638000,,,"Nicholson and Lees, 1992; Seeber and Armbruster, 1994; Nicholson, 1996; Nicholson et al., 2012",,,1j
SAFS-SAFZ-COAV-Southern_San_Andreas_fault-CFM4,1,UCSB,CFM4,CFM4 model,ALT1,314.1265,90,1043590000,surface,rlss,"Nicholson et al., 2010, 2014",,,1j
SAFS-SAFZ-MJVS-San_Andreas_fault-CFM4,1,UCSB,CFM4,,,296.2961,90,1189520000,surface,rlss,,,,1h
SAFS-SAFZ-MULT-Banning_fault_strand-CFM4,1,CMDT,CFM4,CFM4 model,ALT1,,,1518720000,surface,rlss,,,,1 i-j
SAFS-SAFZ-MULT-Garnet_Hill_fault_strand-CFM4,1,UCSB,CFM4,CFM4 model,ALT1,270,,968438000,,rlss,"Nicholson et al., 2010, 2012, 2014",,,1j
SAFS-SAFZ-PARK-San_Andreas_fault-CFM4,1,UCSB,CFM4,,,141.486,83.9146,364853000,,,,,,1f
SAFS-SAFZ-SBMT-Mill_Creek_fault_strand-CFM4,1,UCSB,CFM4,,ALT1,283.6801,83.2946,1089640000,surface,rlss,"Seeber and Armbruster, 1994; Nicholson et al., 2012",X,,1i
SAFS-SAFZ-SBMT-Mission_Creek_fault_strand_steep-CFM4,1,UCSB,CFM4,CFM4 model- steep dip,ALT1,278.95167,81.4967,831771000,surface,rlss,"Seeber and Armbruster, 1994; Nicholson et al., 2012",,,1i
SAFS-SAFZ-SBMT-San_Andreas_fault-CFM4,1,UCSB,CFM4,,ALT1,299.2683,90,1051300000,surface,rlss,,,,1i
SAFS-SGPR-CHFZ-Casa_Blanca_fault-CFM5,1,UCSB,CFM5,,,220.585,88.3788,59287200,,,,,,336
SAFS-SGPR-CHFZ-Chicken_Hill_fault-CFM5,1,UCSB,CFM5,,,235.783,88.6882,157172000,,,,,,336
SAFS-SGPR-CHFZ-Live_Oak_Canyon_fault-CFM5,1,UCSB,CFM5,,,275.37516,84.2576,224326000,,,,,,336
SAFS-SGPR-CHFZ-Redlands_fault-CFM5,1,UCSB,CFM5,,,245.626,87.5059,70689400,,,,,,336
SAFS-SGPR-CHFZ-Reservoir_Canyon_fault-CFM5,1,UCSB,CFM5,,,224.423,88.2459,151969000,,,,,,336
SAFS-SGPR-CHFZ-Western_Heights_fault-CFM5,1,UCSB,CFM5,,,270,,173986000,,,,,,336
SAFS-SGPR-DTMT-San_Gorgonio_Pass_deep_detachment-CFM5,1,UCSB,CFM5,,,282.622,9.26401,713420000,,,"Nicholson et al., 1986; Seeber and Armbruster, 1994",,,missing
SAFS-SGPR-DTMT-San_Gorgonio_Pass_midcrust_detachment-CFM5,1,UCSB,CFM5,,,282.4403,3.25584,913794000,,,"Nicholson and Lees, 1992; Nicholson, 1996",,,missing
SAFS-SGPR-SBRN-Del_Rosa_cross_fault-CFM5,1,UCSB,CFM5,,,227.112,88.6928,94857400,,,"Nicholson et al., 1986",,,missing
SAFS-SGPR-SBRN-San_Bernardino_cross_fault-CFM5,1,UCSB,CFM5,,,40.677,90,127739000,,,"Nicholson et al., 1986",,,missing
SAFS-SGPR-SGPS-San_Gorgonio_Pass_thrust-CFM4,1,CMDT,CFM4,CFM4 model,ALT1,273.98383,20.6234,88195300,,rlss,"Seeber and Armbruster, 1994; Nicholson et al., 2012",,,250
SAFS-SGPR-SJMT-Beaumont_A_blind_fault-CFM5,1,UCSB,CFM5,CFM5 model-blind,BLND,311.8299,63.1495,213672000,,,"Seeber and Armbruster, 1994; Nicholson et al., 2012",,,missing
SAFS-SGPR-SJMT-Beaumont_B_blind_fault-CFM5,1,UCSB,CFM5,CFM4 model-blind,BLND,302.9029,57.1089,181687000,,,"Seeber and Armbruster, 1994; Nicholson et al., 2012",,,missing
SAFS-SGPR-SJMT-Beaumont_C_blind_fault-CFM5,1,UCSB,CFM5,,,296.8248,60.0044,304154000,,,"Seeber and Armbruster, 1994; Nicholson et al., 2012",,,missing
SAFS-SGPR-SJMT-Beaumont_D_blind_fault-CFM5,1,UCSB,CFM5,,,299.9505,54.7357,226832000,,,"Seeber and Armbruster, 1994; Nicholson et al., 2012",,,missing
SAFS-SGPR-SJMT-Palm_Springs_blind_fault-CFM4,1,UCSB,CFM4,CFM4 model-blind,BLND,302.6944,58.4493,267619000,,,"Seeber and Armbruster, 1994; Nicholson et al., 2012",,,missing
SALT-BRSZ-BRSZ-Brawley_Seismic_Zone_boundary-CFM1,1,HRVD,CFM1,,,,,1428610000,surface,rlss,,,,124
SALT-BRSZ-BRSZ-Brawley_fault-CFM5,1,UCSB,CFM5,,,,,258925000,surface,rlss,,,,124
SALT-CPFZ-CRPR-Cierro_Prieto_fault-CFM1,1,HRVD,CFM1,,,39.804,90,120534000,,,,,,missing
SALT-CRSF-IMPV-Elmore_Ranch_fault-CFM1,1,HRVD,CFM1,,CFM,213.552,90,396426000,surface,llss,,,propose crossfault id,125f
SALT-CRSF-IMPV-Westmorland_fault_main-CFM4,1,CMDT,CFM4,main,MAIN,126.665,90,169393000,,,,,,missing
SALT-CRSF-IMPV-Westmorland_fault_splay-CFM4,1,CMDT,CFM4,splay,SPLY,59.462,90,66882500,,,,,,missing
SALT-CRSF-SLTS-Extra_fault-CFM3,1,HRVD,CFM3,,,231.495,90,524930000,,,,,,missing
SALT-IMFZ-IMPV-Imperial_fault_Edip_Nend-CFM5,2,CMDT,CFM5,E-dipping at north end-FUIS,FUIS,,,,surface,rlss,,,,132
SALT-IMFZ-IMPV-Imperial_fault_east_strand_north-CFM5,3,UCSB,CFM5,inferred east strand-north,NRTH,147.827,90,222822000,surface,rlss,,,,132
SALT-IMFZ-IMPV-Imperial_fault_east_strand_south-CFM5,4,UCSB,CFM5,inferred east strand-south,SOTH,328.9588,90,162498000,surface,rlss,,,,132
SALT-IMFZ-IMPV-Imperial_fault_north_end-CFM5,3,UCSB,CFM5,small segment at north end,NSEG,8.43899999999996,87.8065,18072700,surface,rlss,,,,132
SNFA-AHTC-ASHH-Ash_Hill_fault-CFM2,1,HRVD,CFM2,,,157.147,76.44,194033000,,orln,,,,233
SNFA-AHTC-TANK-Tank_Canyon_fault-CFM2,1,HRVD,CFM2,,CFM,176.139,55.0151,135673000,surface,n,,X,,71
SNFA-ALFZ-COSO-Airport_Lake_fault-CFM5,1,CMDT,CFM5,,,359.9348,86.2172,592354000,,,,,,73
SNFA-HMFZ-MULT-Hunter_Mountain_fault-CFM1,1,HRVD,CFM1,,,312.7791,86.1595,1064050000,surface,orln,,,,66a-b
SNFA-LLFZ-CNTR-Little_Lake_fault-CFM1,2,HRVD,CFM1,,CFMA,58.281,90,483503000,surface,rlss,,,,72
SNFA-LLFZ-EAST-Eastern_Little_Lake_fault_00-CFM5,1,HRVD,CFM5,,CFM5,,,,,,,,,72
SNFA-LLFZ-SOUT-Southern_Little_Lake_fault_00-CFM5,1,HRVD,CFM5,,CFM5,,,,,,,,,72
SNFA-OVFZ-1872-Owens_Valley_fault_rupture-CFM1,1,HRVD,CFM1,,,72.037,90,1056770000,surface,orln,,,,51b
SNFA-PMVZ-MULT-Panamint_Valley_fault_steep-CFM2,1,HRVD,CFM2,steep dip model,CFM,70.679,1.78705,772093000,,orln,,,,67a-d
SNFA-SSNZ-INDP-Independence_fault-CFM1,1,HRVD,CFM1,,,336.1443,60.9996,770149000,surface,n,,,,65a
SNFA-SSNZ-MULT-Independence_Sierra_Nevada_fault-CFM1,1,HRVD,CFM1,,,359.2451,44.1531,2203510000,surface,n,,,,65a-b
WTRA-MRFS-MULT-Mission_Ridge_Arroyo_Parida_fault_dip-CFM5,1,UCSB,CFM5,moderately dipping model,,92.407,67.6493,663184000,surface,r,,X,,88a-d
WTRA-NCVS-NCPP-North_Channel_fault_east-SRLN-CFM5,1,UCSB,CFM5,lowdip-en echelon-Sorlien-Kamerling,SRLN,,,677333000,,,,,,missing
WTRA-NCVS-NCPP-North_Channel_fault_west-SRLN-CVMH-CFM5,1,UCSB,CFM5,,,275.27094,35.5564,117706000,surface,r,,,,missing
WTRA-NCVS-NCPP-North_Channel_fault_west_end-SRLN-CVMH-CFM5,1,UCSB,CFM5,,,,,,,,,,,missing
WTRA-NCVS-PPTV-Pitas_Point_Ventura_fault_link-CFM5,1,UCSB,CFM5,,,,,,,,,,propose 180b,180
WTRA-NCVS-PPTV-Pitas_Point_fault_east-CFM5,1,UCSB,CFM5,revised steep model,,278.18341,43.5888,1248060000,surface,ollr,,,propose 180a,180
WTRA-NCVS-PPTV-Pitas_Point_fault_west-CFM5,1,UCSB,CFM5,,,,,,,,,,,missing
WTRA-NCVS-PPTV-Pitas_Point_fault_west_S-SRLN-CVMH-CFM5,1,UCSB,CFM5,,,,,,,,,,propose 180a,missing
WTRA-NCVS-RDMT-Red_Mountain_fault_N_strand-CFM5,1,UCSB,CFM5,North branch,NBRN,273.70542,70.0171,382962000,surface,r,,,,90
WTRA-NCVS-RDMT-Red_Mountain_fault_SW_strand-SRLN-CVMH-CFM5,1,UCSB,CFM5,,,,,,,,,,,
WTRA-NCVS-RDMT-Red_Mountain_fault_S_strand-CFM5,1,UCSB,CFM5,South branch,SBRN,276.3983,62.0071,732993000,,,,,,90
WTRA-NCVS-VNTB-Southern_San_Cayetano_fault_steep-JHAP-CFM5,2,HRVD,CFM5,steep w/o flat-Hubbard-Plesch,JHAP,,,,,,"Hubbard et al., 2014; Plesch et al., 2014",,,missing
WTRA-NCVS-VNTB-Ventura_fault_steep-CFM5,1,HRVD,CFM5,revised steep model,,,,,,,"Hubbard et al., 2014; Plesch et al., 2014",,,91
WTRA-ORFZ-MULT-Oak_Ridge_fault-CFM5,1,UCSB,CFM5,,,87.785,38.2125,2196210000,surface,t,,,,94
WTRA-ORFZ-OFFS-Mid_Channel_fault-SRLN-CVMH-CFM5,1,UCSB,CFM5,mapped by Sorlien; also known as Montalvo fault near coast & World's End fault farther west,,285.7637,26.7594,324808000,,,a,,propose 94a,missing
WTRA-ORFZ-SFNV-Northridge_Frew_fault-CFM2,1,HRVD,CFM2,,CFM,118.962,34.5061,859722000,blind,t,,,propose 94c,
WTRA-ORFZ-VNTB-Oak_Ridge_fault-MRSH-CFM5,1,MRSH,CFM5,steep Marshall model w/upper part from Sorlien,MRSH,70.429,67.0641,1044250000,surface,r,,,propose 94b,94
WTRA-PHTS-COYT-Puente_Hills_Thrust_fault-CFM2,1,SHAW,CFM2,Coyote Hills subsection,CYHS,262.338,26.9519,457641000,blind,r,,,,185
WTRA-PHTS-LABS-Las_Cienagas_fault_truncated-CFM1,2,HRVD,CFM1,previously WTRA-SBTS faults,,316.1695,60.4112,12800400,surface,,,,,366
WTRA-PHTS-LABS-Puente_Hills_Thrust_fault-CFM1,1,SHAW,CFM1,LA subsection,LABS,294.1256,26.3628,585153000,blind,r,,,,185
WTRA-PHTS-LABS-San_Vicente_fault-CFM1,1,HRVD,CFM1,previously WTRA-SBTS faults,,,,165718000,surface,ollr,,,,
WTRA-PHTS-LABS-Upper_Elysian_Park_fault-CFM1,3,HRVD,CFM1,previously WTRA-SBTS faults,,284.9013,43.5202,158578000,surface,r,,,,218
WTRA-PHTS-PRTH-Peralta_Hills_fault-CFM1,1,HRVD,CFM1,,,274.14608,49.6765,251934000,surface,,,X,,299
WTRA-PHTS-RICH-Puente_Hills_Thrust_fault-CFM2,1,CMDT,CFM2,Richfield subsection,RCHS,262.993,28.0185,171534000,blind,ollr,,X,,185
WTRA-PHTS-STFS-Puente_Hills_Thrust_fault-CFM2,1,SHAW,CFM2,Sante Fe Springs subsection,SFSS,265.847,31.6817,271391000,blind,r,,,,185
WTRA-SBCF-MULT-Western_Deep_fault-SRLN-CVMH-CFM5,,UCSB,CFM5,,,117.295,9.92433,624800000,,,,,,missing
WTRA-SBCF-WEST-Hondo_detachment_S_dip-SRLN-CVMH-CFM5,,UCSB,CFM5,,,78.352,11.2951,564787000,,,,,,missing
WTRA-SBTS-ANCP-Anacapa_Dume_fault-CFM3,1,CMDT,CFM3,,,266.364,36.5091,1520120000,surface,t,,X,,100
WTRA-SBTS-MULT-Channel_Islands_Thrust_fault-SHAW-CFM1,2,SHAW,CFM1,,,270.527276,18.2971,1890400000,blind,t,,X,,missing
WTRA-SBTS-SMNB-Santa_Monica_thrust_fault-CFM1,2,HRVD,CFM1,,,,,,,,,,,missing
WTRA-SCFZ-SCVA-Del_Valle_fault-CFM2,1,HRVD,CFM2,,,99.328,70.3263,67884500,surface,,,,,269
WTRA-SCFZ-SCVA-Holser_fault-CFM2,1,HRVD,CFM2,,,90.896,64.6916,140209000,surface,r,,X,,96
WTRA-SCFZ-TOPA-San_Cayetano_fault-HBRD-CFM5,1,HRVD,CFM5,Hubbard model,HBRD,274.38848,44.2927,819010000,surface,r,"Hubbard et al., 2014",,Propose 95a-b,95
WTRA-SFFS-ANCP-Malibu_Coast_fault_west_steep_alt2-CFM5,1,UCSB,CFM5,offshore (western) section,,257.919,89.8057,401321000,surface,ollr,,X,,99
WTRA-SFFS-LABS-Hollywood_fault-CFM5,1,UCSB,CFM5,,,258.227,68.0819,264041000,surface,ollr,,,,102
WTRA-SFFS-LABS-North_Salt_Lake_blind_fault-CFM3,1,HRVD,CFM3,,,253.914,53.7451,21141900,surface,,,,,missing
WTRA-SFFS-SGVS-Raymond_fault_extended-CFM5,2,UCSB,CFM5,,,,,,,,,,,103
WTRA-SFFS-SMMT-Malibu_Coast_fault_east_steep_alt2-CFM5,1,UCSB,CFM5,onshore (eastern) section,,,,,,,,,,99
