CFM7.0 Fault Object Name,Fault Area/Major Fault System,Code,Fault Zone/Region,Code,Fault Section,Code,Fault Name,Source/Author,Last Update,wAvgStrike,wAvgDip,TotalArea(km^2),Exposure,Slip Sense,ID Comments,USGS ID,Fault Strand/Model Description,References,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCA-HSFZ-OFFC-Western_Hosgri-CFM7,Offshore Central California Area,OCCA,Hosgri Fault Zone,HSFZ,offshore Cambria,OFFC,Western Hosgri fault,HRVD,CFM7,139,90,114.13,surface,rlss,,,Hosgri already in CFM6,"Johnson and Watts, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCA-HSFZ-STHN-Southern_Hosgri_fault-CFM5,Offshore Central California Area,OCCA,Hosgri-San Simeon fault zone,HSFZ,Southern,STHN,Southern Hosgri fault,UCSB,CFM5,331,80,40.76,surface,orlr,,81e,Sorlien model from MCS; CVMH; Trimmed to seafloor,"Sorlien et al., 2015; Nicholson et al., 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCA-OSMB-EAST-Lompoc_fault-CFM5,Offshore Central California Area,OCCA,Offshore Santa Maria Basin system,OSMB,Eastern,EAST,Lompoc fault,UCSB,CFM5,330,59,130.15,blind,orlr,,483,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCA-OSMB-EAST-Purisima_fault_center-CFM5,Offshore Central California Area,OCCA,Offshore Santa Maria Basin system,OSMB,Eastern,EAST,Purisima fault-center,UCSB,CFM5,7,84,42.28,blind,orlr,,484,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCA-OSMB-EAST-Purisima_fault_east-CFM5,Offshore Central California Area,OCCA,Offshore Santa Maria Basin system,OSMB,Eastern,EAST,Purisima fault-east,UCSB,CFM5,319,52,17.46,blind,orlr,,484,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCA-OSMB-EAST-Purisima_fault_north-CFM5,Offshore Central California Area,OCCA,Offshore Santa Maria Basin system,OSMB,Eastern,EAST,Purisima fault-north,UCSB,CFM5,349,65,38.62,blind,orlr,,484,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCA-OSMB-EAST-Purisima_fault_south-CFM5,Offshore Central California Area,OCCA,Offshore Santa Maria Basin system,OSMB,Eastern,EAST,Purisima fault-south,UCSB,CFM5,190,76,18.66,blind,orlr,,484,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCA-OSMB-EAST-Purisima_fault_west-CFM5,Offshore Central California Area,OCCA,Offshore Santa Maria Basin system,OSMB,Eastern,EAST,Purisima fault-west,UCSB,CFM5,343,64,34.22,blind,orlr,,484,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCA-OSMB-EAST-Santa_Maria_Basin_thrust_A-CFM5,Offshore Central California Area,OCCA,Offshore Santa Maria Basin system,OSMB,Eastern,EAST,Santa Maria Basin thrust-A,UCSB,CFM5,340,47,102.82,blind,orlr,,,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCA-OSMB-EAST-Santa_Maria_Basin_thrust_B-CFM5,Offshore Central California Area,OCCA,Offshore Santa Maria Basin system,OSMB,Eastern,EAST,Santa Maria Basin thrust-B,UCSB,CFM5,358,40,129.53,blind,orlr,,,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCA-OSMB-EAST-Santa_Maria_Basin_thrust_C-CFM5,Offshore Central California Area,OCCA,Offshore Santa Maria Basin system,OSMB,Eastern,EAST,Santa Maria Basin thrust-C,UCSB,CFM5,5,50,112.46,blind,orlr,,,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCA-OSMB-WEST-West_Basin_fault_A-CFM5,Offshore Central California Area,OCCA,Offshore Santa Maria Basin system,OSMB,Western,WEST,West Basin fault-A,UCSB,CFM5,356,49,209.09,blind,orlr,,,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCA-OSMB-WEST-West_Basin_fault_B-CFM5,Offshore Central California Area,OCCA,Offshore Santa Maria Basin system,OSMB,Western,WEST,West Basin fault-B,UCSB,CFM5,360,42,122.91,blind,orlr,,,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCA-OSMB-WEST-West_Basin_fault_C-CFM5,Offshore Central California Area,OCCA,Offshore Santa Maria Basin system,OSMB,Western,WEST,West Basin fault-C,UCSB,CFM5,3,51,51.63,blind,orlr,,,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCA-PBBT-NPDB-Piedras_Blancas-CFM7,Offshore Central California Area,OCCA,Piedras Blancas Blind Thrust,PBBT,North of Piedras Blancas,NPDB,Piedras Blancas blind thrust (north),HRVD,CFM7,324,20,121.76,blind,r,,,blind thrust from reflection seismc,"Johnson and Watts, 2012; Willingham et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCA-PBBT-PDBL-Piedras_Blancas-CFM7,Offshore Central California Area,OCCA,Piedras Blancas Blind Thrust,PBBT,Piedras Blancas,PDBL,Piedras Blancas blind thrust (central),HRVD,CFM7,304,24,94.9,blind,r,,,blind thrust from reflection seismc,"Johnson and Watts, 2012; Willingham et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCA-PBBT-SPDB-Piedras_Blancas-CFM7,Offshore Central California Area,OCCA,Piedras Blancas Blind Thrust,PBBT,South of Piedras Blancas,SPDB,Piedras Blancas blind thrust (south),HRVD,CFM7,292,27,91.61,blind,r,,,blind thrust from reflection seismc,"Johnson and Watts, 2012; Willingham et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCA-SLBS-MULT-Santa_Lucia_Bank_fault-CFM5,Offshore Central California Area,OCCA,Santa Lucia Bank fault system,SLBS,Multiple sections,MULT,Santa Lucia Bank fault,UCSB,CFM5,344,59,350.49,blind,orlr,,479,Sorlien model from MCS; CVMH; trimmed to seafloor,"Sorlien et al., 1999, 2015; Nicholson et al., 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCA-SLBS-NWST-Santa_Lucia_Bank_west_fault-CFM5,Offshore Central California Area,OCCA,Santa Lucia Bank fault system,SLBS,North-Western,NWST,Santa Lucia Bank west fault,UCSB,CFM5,338,67,141.96,blind,orlr,,479,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCA-SLBS-NWST-Sur_fault_B-CFM5,Offshore Central California Area,OCCA,Santa Lucia Bank fault system,SLBS,North-Western,NWST,Sur fault-B,UCSB,CFM5,336,72,139.19,blind,orlr,,,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCA-SLBS-NWST-Sur_fault_C-CFM5,Offshore Central California Area,OCCA,Santa Lucia Bank fault system,SLBS,North-Western,NWST,Sur fault-C,UCSB,CFM5,347,73,102.91,blind,orlr,,,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCA-SLBS-NWST-Sur_fault_D-CFM5,Offshore Central California Area,OCCA,Santa Lucia Bank fault system,SLBS,North-Western,NWST,Sur fault-D,UCSB,CFM5,9,73,89.74,blind,orlr,,,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA: PENINSULAR RANGES AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-ATEV-MULT-Agua_Tibia_Earthquake_Valley_fault_east-CFM4,Peninsular Ranges Area,PNRA,Agua Tibia-Earthquake Valley fault zone,ATEV,Multiple sections,MULT,Agua Tibia-Earthquake Valley fault-east,UCSB,CFM4,309,84,297.92,surface,rlss,Proposed new id,126e,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012; Rockwell et al., 2013; Gordon et al. 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-ATEV-MULT-Agua_Tibia_Earthquake_Valley_fault_main-CFM4,Peninsular Ranges Area,PNRA,Agua Tibia-Earthquake Valley fault zone,ATEV,Multiple sections,MULT,Agua Tibia-Earthquake Valley fault,UCSB,CFM4,306,86,1264.05,surface,rlss,Proposed new id,126e,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012; Rockwell et al., 2013; Gordon et al. 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-ATEV-MULT-Agua_Tibia_Earthquake_Valley_fault_west-CFM4,Peninsular Ranges Area,PNRA,Agua Tibia-Earthquake Valley fault zone,ATEV,Multiple sections,MULT,Agua Tibia-Earthquake Valley fault-west,UCSB,CFM4,311,89,361.85,surface,rlss,Proposed new id,126e,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012; Rockwell et al., 2013; Gordon et al. 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CLEP-BLDH-Compton_Los_Alamitos_fault-CFM5,Peninsular Ranges Area,PNRA,Compton-Lower Elysian Park fault system,CLEP,Baldwin Hills,BLDH,Compton-Los Alamitos fault,UCSB,CFM5,292,19,336.66,blind,r,assigned blind fault,133,slight increase in dip to north,"Shaw and Suppe, 1996 (JGR); Nicholson et al., 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CLEP-LABS-Anaheim_fault-CFM1,Peninsular Ranges Area,PNRA,Compton-Lower Elysian Park fault system,CLEP,Los Angeles Basin,LABS,Anaheim fault,HRVD,CFM1,314,71,172.08,blind,orlr,assigned blind fault,363,,"Wright, 1991 (AAPG)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CLEP-LABS-Compton_Los_Alamitos_fault-CFM2,Peninsular Ranges Area,PNRA,Compton-Lower Elysian Park fault system,CLEP,Los Angeles Basin,LABS,Compton-Los Alamitos fault,HRVD,CFM2,303,22,572.53,blind,r,assigned blind fault,133,,"Shaw and Suppe, 1996 (JGR)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CLEP-PHLS-Lower_Elysian_Park_fault-CFM1,Peninsular Ranges Area,PNRA,Compton-Lower Elysian Park fault system,CLEP,Puente Hills,PHLS,Lower Elysian Park fault,HRVD,CFM1,300,20,738.37,blind,r,assigned blind fault,134,CFM1 based on Shaw and Suppe fault bend folding modeling,"Davis et al., 1989 (JGR); Shaw and Suppe 1996 (JGR); Shaw et al., 2002 (BSSA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CRSF-ALCM-Sawtooth_Range_fault-CFM4,Peninsular Ranges Area,PNRA,Cross Faults,CRSF,Allicito Mountains,ALCM,Sawtooth Range fault,CMDT,CFM4,29,88,113.43,blind,llss,,missing,blind; CFM4 model; relocated seismicity,"Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CRSF-CHNH-Yorba_Linda_lineament-CFM2,Peninsular Ranges Area,PNRA,Cross Faults,CRSF,Chino Hills,CHNH,Yorba Linda Lineament,HRVD,CFM2,63,90,229.04,blind,llss,,missing,,"Hauksson, 1990 (JGR)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CRSF-CYMT-Devils_Canyon_fault-CFM4,Peninsular Ranges Area,PNRA,Cross Faults,CRSF,Coyote Mountain,CYMT,Devil's Canyon fault,CMDT,CFM4,30,90,306.95,blind,llss,,missing,blind; CFM4 model; relocated seismicity,"Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CRSF-EMCP-El_Mayor_Cucapah_normal_fault-CFM4,Peninsular Ranges Area,PNRA,Cross Faults,CRSF,El Mayor-Cucapah,EMCP,El Mayor-Cucapah normal fault,UCSB,CFM4,7,78,496.16,blind,n,,missing,CFM4 model; relocated seismicity,"Hauksson et al., 2011; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CRSF-EMCP-El_Mayor_Cucapah_west_fault-CFM4,Peninsular Ranges Area,PNRA,Cross Faults,CRSF,El Mayor-Cucapah,EMCP,El Mayor-Cucapah west fault,UCSB,CFM4,181,90,432.86,blind,n,,missing,CFM4 model; relocated seismicity,"Hauksson et al., 2011; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CRSF-OCOT-Ocotillo_fault-CFM5,Peninsular Ranges Area,PNRA,Cross Faults,CRSF,Ocotillo,OCOT,Ocotillo fault,UCSB,CFM5,200,90,92.85,surface,llss,"mapped by CGS, probably has id",510,CGS map - CFM5 model; relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CRSF-OCOT-Ocotillo_set1-CFM4,Peninsular Ranges Area,PNRA,Cross Faults,CRSF,Ocotillo,OCOT,Ocotillo set1,CMDT,CFM4,196,84,17.95,blind,llss,,510,blind; CFM4 model; relocated seismicity,"Hauksson et al., 2011; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CRSF-OCOT-Ocotillo_set2-CFM4,Peninsular Ranges Area,PNRA,Cross Faults,CRSF,Ocotillo,OCOT,Ocotillo set2,CMDT,CFM4,219,83,10.54,blind,llss,,510,blind; CFM4 model; relocated seismicity,"Hauksson et al., 2011; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CRSF-OCOT-Ocotillo_set3-CFM4,Peninsular Ranges Area,PNRA,Cross Faults,CRSF,Ocotillo,OCOT,Ocotillo set3,CMDT,CFM4,19,90,44.91,blind,llss,,510,blind; CFM4 model; relocated seismicity,"Hauksson et al., 2011; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CRSF-OCOT-Ocotillo_set4-CFM4,Peninsular Ranges Area,PNRA,Cross Faults,CRSF,Ocotillo,OCOT,Ocotillo set4,CMDT,CFM4,20,88,2.67,blind,llss,,510,blind; CFM4 model; relocated seismicity,"Hauksson et al., 2011; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CRSF-OCOT-Ocotillo_set5-CFM4,Peninsular Ranges Area,PNRA,Cross Faults,CRSF,Ocotillo,OCOT,Ocotillo set5,CMDT,CFM4,213,79,2.84,blind,llss,,510,blind; CFM4 model; relocated seismicity,"Hauksson et al., 2011; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CRSF-PGWS-Painted_Gorge_Wash_fault-CFM4,Peninsular Ranges Area,PNRA,Cross Faults,CRSF,Painted Gorge Wash,PGWS,Painted Gorge Wash fault,CMDT,CFM4,29,87,355.37,surface,llss,,312,CGS map - CFM4 model; relocated seismicity,"Hauksson et al., 2011; Nicholson et al., 2011; Treiman et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CRSF-USAV-Fontana_Seismicity_lineament-CFM1,Peninsular Ranges Area,PNRA,Cross Faults,CRSF,Upper Santa Ana Valley,USAV,Fontana Seismicity lineament,HRVD,CFM1,223,80,396.37,blind,llss,,missing,"relocated seismicity bestfit, CFMA model","Hauksson & Shearer, 2005 (BSSA), Plesch et al. 2007 (BSSA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CRSF-USAV-Red_Hill_fault-CFM5,Peninsular Ranges Area,PNRA,Cross Faults,CRSF,Upper Santa Ana Valley,USAV,Red Hill fault,UCSB,CFM5,240,80,154.54,surface,llss,,332,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CRSF-YUHA-Shell_Beds_fault-CFM5,Peninsular Ranges Area,PNRA,Cross Faults,CRSF,Yuha Desert,YUHA,Shell Beds fault,CMDT,CFM5,204,83,45.05,surface,llss,"mapped by CGS, probably has id",495,CGS map - CFM5 model; relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CRSF-YUHA-Yuha_fault-CFM5,Peninsular Ranges Area,PNRA,Cross Faults,CRSF,Yuha Desert,YUHA,Yuha fault,CMDT,CFM5,211,79,98.76,surface,llss,"mapped by CGS, probably has id",495,CGS map - CFM5 model; relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CRSF-YUHA-Yuha_Wash_fault-CFM5,Peninsular Ranges Area,PNRA,Cross Faults,CRSF,Yuha Desert,YUHA,Yuha Wash fault,CMDT,CFM5,200,80,33.84,blind,llss,"mapped by CGS, probably has id",495,CFM5 model; relocated seismicity,"Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CRSF-YUHA-Yuha_Well_fault_north_set1-CFM5,Peninsular Ranges Area,PNRA,Cross Faults,CRSF,Yuha Desert,YUHA,Yuha Well fault-north set1,CMDT,CFM5,19,89,1.4,blind,llss,,309,CFM5 model; relocated seismicity,"Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CRSF-YUHA-Yuha_Well_fault_northwest-CFM5,Peninsular Ranges Area,PNRA,Cross Faults,CRSF,Yuha Desert,YUHA,Yuha Well fault-northwest,UCSB,CFM5,212,90,10.54,surface,llss,,309,CGS map - CFM5 model; relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CRSF-YUHA-Yuha_Well_fault_west-CFM5,Peninsular Ranges Area,PNRA,Cross Faults,CRSF,Yuha Desert,YUHA,Yuha Well fault-west,UCSB,CFM5,32,90,20.52,surface,llss,,309,steep-CFM5 model; relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CRSF-YUHA-Yuha_Well_fault-CFM5,Peninsular Ranges Area,PNRA,Cross Faults,CRSF,Yuha Desert,YUHA,Yuha Well fault zone,CMDT,CFM5,204,89,69.57,surface,llss,,309,CGS map - CFM5 model; relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CRSF-YUHA-Yuha_Well_Vista_del_Anza_fault-CFM5,Peninsular Ranges Area,PNRA,Cross Faults,CRSF,Yuha Desert,YUHA,Yuha Well-Vista del Anza fault,CMDT,CFM5,21,86,17.08,surface,llss,,309,CFM5 model; relocated seismicty; truncated by Laguna Salada east branch,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-CSTF-SJQH-San_Joaquin_Hills_fault-CFM3,Peninsular Ranges Area,PNRA,Coastal Faults,CSTF,San Joaquin Hills,SJQH,San Joaquin Hills fault,HRVD,CFM3,131,24,389.81,blind,r,,186,Grant et al. (1999) - CFM3 model. Approximately truncated by Newport-Inglewood,"Grant et al., 1999 (Geology)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-DVVZ-DVSV-Davies_Valley_fault-CFM5,Peninsular Ranges Area,PNRA,Davies Valley fault zone,DVVZ,Davies Valley,DVSV,Davies Valley fault,UCSB,CFM5,339,87,58.16,surface,rlss,,310,CGS map - CFM5 model; relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-DVVZ-NDVS-Northern_Davies_Valley_set1-CFM4,Peninsular Ranges Area,PNRA,Davies Valley fault zone,DVVZ,Northern Davies Valley,NDVS,Northern Davies Valley fault,CMDT,CFM4,144,77,8.84,blind,rlss,,310,set1 - CFM4 model,"Hauksson et al., 2011; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-DVVZ-WDVV-West_Davies_Valley_fault-CFM6,Peninsular Ranges Area,PNRA,Davies Valley fault zone,DVVZ,West Davies Valley,WDVV,West Davies Valley fault,CMDT,CFM6,336,87,15.83,blind,rlss,,310,CFM4 model,"Hauksson et al., 2011; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-CHNO-Chino_fault_Central_Ave-CFM4,Peninsular Ranges Area,PNRA,Elsinore-Laguna Salada fault zone,ELSZ,Chino,CHNO,Chino fault,CMDT,CFM4,139,69,169.51,surface,orlr,,126b,Central Avenue; CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-CHNO-Chino_fault_main-CFM4,Peninsular Ranges Area,PNRA,Elsinore-Laguna Salada fault zone,ELSZ,Chino,CHNO,Chino fault,UCSB,CFM4,144,74,270.07,surface,orlr,,126b,main; CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-CYMT-Elsinore_fault-CFM4,Peninsular Ranges Area,PNRA,Elsinore-Laguna Salada fault zone,ELSZ,Coyote Mountain,CYMT,Elsinore fault,CMDT,CFM4,306,85,612.65,surface,orlr,,126f,CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-GLIV-Glen_Ivy_North_fault-CFM4,Peninsular Ranges Area,PNRA,Elsinore-Laguna Salada fault zone,ELSZ,Glen Ivy,GLIV,Glen Ivy North fault,UCSB,CFM4,127,87,599.66,surface,rlss,,126c,CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-GLIV-Glen_Ivy_South_fault-CFM4,Peninsular Ranges Area,PNRA,Elsinore-Laguna Salada fault zone,ELSZ,Glen Ivy,GLIV,Glen Ivy South fault,CMDT,CFM4,131,89,204.33,surface,rlss,,126d,CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-INDV-Indiviso_fault_splay-CFM4,Peninsular Ranges Area,PNRA,Elsinore-Laguna Salada fault zone,ELSZ,Indiviso,INDV,Indiviso fault,UCSB,CFM4,309,73,298.45,surface,rlss,Proposed new id,proposed 126h,CFM4 model-splay; mapped traces + relocated seismicity,"Hudnut et al., 2010; Fletcher et al., 2010; Hauksson et al., 2011; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-INDV-Indiviso_fault-CFM4,Peninsular Ranges Area,PNRA,Elsinore-Laguna Salada fault zone,ELSZ,Indiviso,INDV,Indiviso fault,UCSB,CFM4,129,77,826.1,surface,rlss,Proposed new id,proposed 126h,CFM4 model-main; mapped traces + relocated seismicity,"Hudnut et al., 2010; Fletcher et al., 2010; Hauksson et al., 2011; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-JULN-Elsinore_fault_north-CFM4,Peninsular Ranges Area,PNRA,Elsinore-Laguna Salada fault zone,ELSZ,Julian,JULN,Elsinore fault-north,UCSB,CFM4,305,85,462.44,surface,rlss,,126e,CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-JULN-Elsinore_fault_south-CFM4,Peninsular Ranges Area,PNRA,Elsinore-Laguna Salada fault zone,ELSZ,Julian,JULN,Elsinore fault-south,UCSB,CFM4,130,87,923.96,surface,rlss,,126e,CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-JULN-Elsinore_fault_Wildomar_link-CFM4,Peninsular Ranges Area,PNRA,Elsinore-Laguna Salada fault zone,ELSZ,Julian,JULN,Elsinore-Wildomar link,CMDT,CFM4,308,81,161.43,surface,rlss,,126e,Wildomar-link; CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-LGSD-Laguna_Salada_fault_east_branch_dipping_splay-CFM5,Peninsular Ranges Area,PNRA,Elsinore-Laguna Salada fault zone,ELSZ,Laguna Salada,LGSD,Laguna Salada fault-east branch,UCSB,CFM5,179,65,40.42,blind,orln,,126g,CGS map - CFM5 model; relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-LGSD-Laguna_Salada_fault_east_branch_dipping-CFM5,Peninsular Ranges Area,PNRA,Elsinore-Laguna Salada fault zone,ELSZ,Laguna Salada,LGSD,Laguna Salada fault-east branch,UCSB,CFM5,156,65,122.99,surface,orln,,126g,east branch-dipping; CGS map + relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-LGSD-Laguna_Salada_fault_north-CFM5,Peninsular Ranges Area,PNRA,Elsinore-Laguna Salada fault zone,ELSZ,Laguna Salada,LGSD,Laguna Salada fault-north,CMDT,CFM5,126,82,448.96,surface,orln,,126g,north section-main; CGS map - CFM5 model; relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
