CFM5.3 Fault Object Name,Num,Fault Area/Major Fault System,Code,Num,Fault Zone/Region,Code,Num,Fault Section,Code,Num,Fault Name,Code,Alternative,Source/Author,Last Update,Descriptor,Avg Strike,Avg Dip,Area [km^2],Exposure,Slip Sense,ID Comments,USGS ID,Fault Strand/Model Description,References,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-SJCV-Hot_Springs_fault_west-CFM4,03,Peninsular Ranges Area,PNRA,01,San Jacinto fault zone,SJFZ,02,San Jacinto Valley,SJCV,03,Hot Springs fault-west,HSFW,03,UCSB,CFM4,WEST,101,85,145.09,surface,rlss,,125b,west branch; from relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-ANZA-Clark_fault_north-CFM4,03,Peninsular Ranges Area,PNRA,01,San Jacinto fault zone,SJFZ,03,Anza,ANZA,02,Clark fault-north,CLFN,03,CMDT,CFM4,NUP1,306,82,821.01,surface,rlss,,125c,complete; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-ANZA-Clark_fault_south_main-CFM4,03,Peninsular Ranges Area,PNRA,01,San Jacinto fault zone,SJFZ,03,Anza,ANZA,03,Clark fault-south,CLFS,01,UCSB,CFM4,SM,300,88,996.27,surface,rlss,,125c,south-main; SE-extension blind; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-ANZA-Clark_fault_south_east-CFM4,03,Peninsular Ranges Area,PNRA,01,San Jacinto fault zone,SJFZ,03,Anza,ANZA,04,Clark fault-south-east,CFSE,01,UCSB,CFM4,SE1,301,87,263.28,surface,rlss,,125c,south-east; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-ANZA-Clark_fault_south_west-CFM4,03,Peninsular Ranges Area,PNRA,01,San Jacinto fault zone,SJFZ,03,Anza,ANZA,05,Clark fault-south-west,CFSW,01,CMDT,CFM4,SE2,118,89,82.25,blind,rlss,,125c,south-west-link; blind from relocated seismicity,"Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-ANZA-Clark_fault_south_west_link-CFM4,03,Peninsular Ranges Area,PNRA,01,San Jacinto fault zone,SJFZ,03,Anza,ANZA,05,Clark fault-south-west,CFSW,02,CMDT,CFM4,SEXT,315,86,93.68,blind,rlss,,125c,south-west-link; blind from relocated seismicity,"Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-ANZA-Buck_Ridge_fault-CFM4,03,Peninsular Ranges Area,PNRA,01,San Jacinto fault zone,SJFZ,03,Anza,ANZA,06,Buck Ridge fault,BKRF,01,UCSB,CFM4,CFM4,299,89,622.61,surface,rlss,,125c,CFM4 model; mostly blind from relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-ANZA-Hot_Springs_Buck_Ridge_link-CFM4,03,Peninsular Ranges Area,PNRA,01,San Jacinto fault zone,SJFZ,03,Anza,ANZA,07,Buck Ridge-Hot Springs link,BRHS,01,CMDT,CFM4,LINK,147,88,264.24,surface,rlss,,125c,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-CYTC-Coyote_Creek_fault-CFM4,03,Peninsular Ranges Area,PNRA,01,San Jacinto fault zone,SJFZ,04,Coyote Creek,CYTC,01,Coyote Creek fault,CCRF,01,UCSB,CFM4,MAIN,311,89,728.98,surface,rlss,,125d,main; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-CYTC-Coyote_Creek_fault_center_east_splay-CFM4,03,Peninsular Ranges Area,PNRA,01,San Jacinto fault zone,SJFZ,04,Coyote Creek,CYTC,03,Coyote Creek fault-center,CCFC,02,UCSB,CFM4,CFM4,140,89,144.95,surface,rlss,,125d,center-east_splay,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-BRMT-Coyote_Creek_fault-CFM4,03,Peninsular Ranges Area,PNRA,01,San Jacinto fault zone,SJFZ,05,Borrego Mountain,BRMT,01,Coyote Creek fault,CCRF,01,UCSB,CFM4,,314,89,628.53,surface,rlss,,125e,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-BRMT-Coyote_Creek_blind_fault_north_east-CFM4,03,Peninsular Ranges Area,PNRA,01,San Jacinto fault zone,SJFZ,05,Borrego Mountain,BRMT,04,Coyote Creek fault-northeast,CCRF,01,UCSB,CFM4,,308,84,175.09,blind,rlss,,125e,northeast strand; blind from relocated seismicity,"Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-SSHS-Superstition_Hills_fault-CFM4,03,Peninsular Ranges Area,PNRA,01,San Jacinto fault zone,SJFZ,06,Superstition Hills,SSHS,01,Superstition Hills fault,SSHF,01,UCSB,CFM4,CFM4,305,90,358.87,surface,rlss,,125f,CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-SSMT-Superstition_Mountain_fault-CFM4,03,Peninsular Ranges Area,PNRA,01,San Jacinto fault zone,SJFZ,07,Superstition Mountain,SSMT,01,Superstition Mountain fault,SSMF,01,UCSB,CFM4,CFM4,118,90,287.45,surface,rlss,,125g,CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-SSMT-West_Mesa_fault-CFM5,03,Peninsular Ranges Area,PNRA,01,San Jacinto fault zone,SJFZ,07,Superstition Mountain,SSMT,02,West Mesa fault,WMSF,01,UCSB,CFM5,,122,88,180.70,surface,rlss,,125g,CFM5 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-IMPV-Weinert_El_Centro_fault-CFM5,03,Peninsular Ranges Area,PNRA,01,San Jacinto fault zone,SJFZ,08,Imperial Valley,IMPV,01,Weinert-El Centro fault,WECF,01,UCSB,CFM5,CFM5,316,90,323.93,blind,rlss,proposed 125h,125f,CFM4 model; mostly blind from relocated seismicity,"Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-IMPV-Weinert_Superstition_Hills_link-CFM5,03,Peninsular Ranges Area,PNRA,01,San Jacinto fault zone,SJFZ,08,Imperial Valley,IMPV,02,Weinert-Superstition Hills link,WSHL,01,CMDT,CFM5,CFM5,209,90,8.60,surface,olln,,proposed 125h,CFM4 model; mostly blind from relocated seismicity,"Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-IMPV-Dixieland_fault-CFM5,03,Peninsular Ranges Area,PNRA,01,San Jacinto fault zone,SJFZ,08,Imperial Valley,IMPV,03,Dixieland_fault,DXLF,01,CMDT,CFM5,CMPL,313,90,497.85,blind,rlss,,proposed 125h,complete; blind from relocated seismicity; previously Superstition_Mtn-New_River_extension,"Hauksson et al., 2012+updates; Nicholson et al., 2014",,,,,,,,,,,,,,,,,,,,
PNRA-EMCP-2010-El_Mayor_Cucapah_rupture-CFM5,03,Peninsular Ranges Area,PNRA,00,2010 El Mayor rupture,EMCP,01,2010 El Mayor-Cucapah rupture,2010,01,2010 El Mayor-Cucapah rupture,EMCP,01,HRVD,CFM5,,340,55,3400.37,surface,orln,,multiple ids,2010 El Mayor ruptured segments,"Hauksson et al., 2010, Also see references for the individual segments",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-WHIT-Whittier_fault-CFM4,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,01,Whittier,WHIT,01,Whittier fault,WTRF,01,UCSB,CFM4,CFM4,299,77,678.61,surface,orlr,,126a,CFM4 model; Qfaults + relocated seismicity,"Hauksson et al., 2012+updates; Nicholson et al., 2014",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-WHIT-Whittier_Heights_fault-CFM1,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,01,Whittier,WHIT,02,Whittier Heights fault,WHTF,01,HRVD,CFM1,,329,82,109.06,surface,rlss,,126a,,"Yeats, 2004 (GSA Bull.)",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-WHIT-Workman_Hill_fault-CFM1,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,01,Whittier,WHIT,03,Workman Hill fault,WMHF,01,HRVD,CFM1,,310,75,113.82,surface,rlss,,126a,,"Yeats, 2004 (GSA Bull.)",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-WHIT-East_Montebello_fault-CFM3,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,01,Whittier,WHIT,04,East Montebello fault,EMBF,01,HRVD,CFM3,,149,90,198.22,surface,rlss,,356,,"Yeats, 2004 (GSA Bull.), Wright, 1991 (AAPG)",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-CHNO-Chino_fault_main-CFM4,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,02,Chino,CHNO,01,Chino Fault,CHNF,01,UCSB,CFM4,MAIN,144,74,270.07,surface,orlr,,126b,main; CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-CHNO-Chino_fault_Central_Ave-CFM4,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,02,Chino,CHNO,01,Chino Fault,CHNF,02,CMDT,CFM4,CTLA,139,69,169.51,surface,orlr,,126b,Central Avenue; CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-GLIV-Glen_Ivy_North_fault-CFM4,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,03,Glen Ivy,GLIV,01,Glen Ivy North fault,GINF,01,UCSB,CFM4,CFM4,127,87,599.66,surface,rlss,,126c,CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-GLIV-Glen_Ivy_South_fault-CFM4,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,03,Glen Ivy,GLIV,02,Glen Ivy South fault,GISF,01,CMDT,CFM4,CFM4,131,89,204.33,surface,rlss,,126d,CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-TMCL-Wildomar_fault-CFM4,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,04,Temecula,TMCL,01,Wildomar fault,WLDF,01,UCSB,CFM4,CFM4,314,84,683.07,surface,rlss,,126d,CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-TMCL-Willard_fault-CFM4,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,04,Temecula,TMCL,02,Willard fault,WLRF,01,UCSB,CFM4,CFM4,312,85,561.93,surface,rlss,,126d,CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-JULN-Elsinore_fault_north-CFM4,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,05,Julian,JULN,01,Elsinore fault-north,ELNF,01,UCSB,CFM4,CFM4,305,85,462.44,surface,rlss,,126e,CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-JULN-Elsinore_fault_south-CFM4,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,05,Julian,JULN,02,Elsinore fault-south,ELSF,01,UCSB,CFM4,CFM4,130,87,923.96,surface,rlss,,126e,CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-JULN-Elsinore_fault_Wildomar_link-CFM4,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,05,Julian,JULN,03,Elsinore-Wildomar link,ELWL,01,CMDT,CFM4,LINK,308,81,161.43,surface,rlss,,126e,Wildomar-link; CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-CYMT-Elsinore_fault-CFM4,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,06,Coyote Mountain,CYMT,01,Elsinore fault,ELSF,01,CMDT,CFM4,CFM4,306,85,612.65,surface,orlr,,126f,CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-LGSD-Laguna_Salada_fault_east_branch_dipping-CFM5,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,07,Laguna Salada,LGSD,04,Laguna Salada fault-east branch,LSFE,01,UCSB,CFM5,EAST,156,65,122.99,surface,orln,,126g,east branch-dipping; CGS map + relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-LGSD-Laguna_Salada_fault_east_branch_dipping_splay-CFM5,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,07,Laguna Salada,LGSD,04,Laguna Salada fault-east branch,LSFE,03,UCSB,CFM5,,179,65,40.42,blind,orln,,126g,CGS map - CFM5 model; relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-LGSD-Laguna_Salada_fault_west_branch_west-CFM5,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,07,Laguna Salada,LGSD,05,Laguna Salada fault-west branch,LSFW,06,UCSB,CFM5,,138,74,92.87,surface,orln,,126g,West Branch-west; CGS map - CFM5 model; relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-LGSD-Laguna_Salada_fault_west_branch_center-CFM5,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,07,Laguna Salada,LGSD,05,Laguna Salada fault-west branch,LSFW,04,UCSB,CFM5,,141,81,54.17,surface,orln,,126g,West Branch-center; CGS map - CFM5 model; relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-LGSD-Laguna_Salada_fault_west_branch_east-CFM5,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,07,Laguna Salada,LGSD,05,Laguna Salada fault-west branch,LSFW,01,CMDT,CFM5,WBRE,139,81,80.69,surface,orln,,126g,West Branch-east; CGS map - CFM5 model; relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-LGSD-Laguna_Salada_fault_west_branch_deep_splay-CFM5,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,07,Laguna Salada,LGSD,05,Laguna Salada fault-west branch,LSFW,02,CMDT,CFM5,WBRE,318,87,28.63,blind,orln,,126g,West Branch-deep_splay_east; relocated seismicity,"Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-LGSD-Laguna_Salada_fault_north-CFM5,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,07,Laguna Salada,LGSD,02,Laguna Salada fault-north,LSFN,01,CMDT,CFM5,NRTH,126,82,448.96,surface,orln,,126g,north section-main; CGS map - CFM5 model; relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-LGSD-Laguna_Salada_fault_south-CFM5,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,07,Laguna Salada,LGSD,03,Laguna Salada fault-south,LSFS,01,CMDT,CFM5,SOTH,128,82,835.73,surface,orln,,126g,south section-main; mapped traces + relocated seismicity,"Fletcher et al., 2010; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-INDV-Indiviso_fault-CFM4,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,08,Indiviso,INDV,01,Indiviso fault,INDF,01,UCSB,CFM4,MAIN,129,77,826.10,surface,rlss,Proposed new id,proposed 126h,CFM4 model-main; mapped traces + relocated seismicity,"Hudnut et al., 2010; Fletcher et al., 2010; Hauksson et al., 2011; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-INDV-Indiviso_fault_splay-CFM4,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,08,Indiviso,INDV,01,Indiviso fault,INDF,02,UCSB,CFM4,SPLY,309,73,298.45,surface,rlss,Proposed new id,proposed 126h,CFM4 model-splay; mapped traces + relocated seismicity,"Hudnut et al., 2010; Fletcher et al., 2010; Hauksson et al., 2011; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-YUHA-Sierra_Cucapah_fault_NW_splay-CFM5,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,09,Yuha Desert,YUHA,01,Sierra Cucapah fault-NW_splay,SCPF,01,CMDT,CFM5,NWST,314,82,95.47,surface,orln,Proposed new id,proposed 126i,northwest splay w/trace; previously -NW-extension-Laguna Salada fault-Treiman,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-YUHA-Sierra_Cucapah_fault_blind_north-CFM5,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,09,Yuha Desert,YUHA,02,Sierra Cucapah fault-blind,SCPB,01,CMDT,CFM5,NRTH,306,88,85.77,blind,orln,Proposed new id,proposed 126i,Blind northern; relocated seismicity,"Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-SRCP-Sierra_Cucapah_fault-CFM4,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,10,Sierra Cucapah,SRCP,01,Sierra Cucapah fault,SCPF,01,CMDT,CFM4,DEEP,312,72,1158.38,blind,orln,Proposed new id,proposed 126j,deep from seismicity,"Hauksson et al., 2011; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-SRCP-Pescadores_fault-CFM4,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,10,Sierra Cucapah,SRCP,02,Pescadores fault,PSDF,01,CMDT,CFM4,SSCF,132,55,56.35,blind,orln,Proposed new id,proposed 126j,shallow SCPF from trace; previously PNRA-ELSZ-SRCP-Sierra_Cucapah-Pescadores_fault,"Hudnut et al., 2010; Fletcher et al., 2010; Hauksson et al., 2011; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-SRCP-Borrego_fault-CFM4,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,10,Sierra Cucapah,SRCP,03,Borrego fault,BRGF,01,CMDT,CFM4,SSCF,137,89,23.92,surface,orln,Proposed new id,proposed 126j,shallow SCPF from trace; previously PNRA-ELSZ-SRCP-Sierra_Cucapah-Borrego_fault,"Hudnut et al., 2010; Fletcher et al., 2010; Hauksson et al., 2011; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-SRCP-Paso_Inferior_fault-CFM4,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,10,Sierra Cucapah,SRCP,04,Paso Inferior fault,PSIF,01,CMDT,CFM4,SSCF,144,73,13.35,surface,orln,Proposed new id,proposed 126j,shallow SCPF from trace,"Hudnut et al., 2010; Fletcher et al., 2010; Hauksson et al., 2011; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,
PNRA-ELSZ-SRCP-Paso_Superior_fault-CFM4,03,Peninsular Ranges Area,PNRA,02,Elsinore-Laguna Salada fault zone,ELSZ,10,Sierra Cucapah,SRCP,05,Paso Superior detachment,PSSD,01,CMDT,CFM4,SSCF,330,72,191.57,surface,orln,Proposed new id,proposed 126j,shallow SCPF from trace,"Hudnut et al., 2010; Fletcher et al., 2010; Hauksson et al., 2011; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,
PNRA-ATEV-MULT-Agua_Tibia_Earthquake_Valley_fault_main-CFM4,03,Peninsular Ranges Area,PNRA,03,Agua Tibia-Earthquake Valley fault zone,ATEV,00,Multiple sections,MULT,01,Agua Tibia-Earthquake Valley fault,EQVF,01,UCSB,CFM4,MAIN,306,86,1264.05,surface,rlss,Proposed new id,126e,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012; Rockwell et al., 2013; Gordon et al. 2015",,,,,,,,,,,,,,,,,,,,
PNRA-ATEV-MULT-Agua_Tibia_Earthquake_Valley_fault_east-CFM4,03,Peninsular Ranges Area,PNRA,03,Agua Tibia-Earthquake Valley fault zone,ATEV,00,Multiple sections,MULT,02,Agua Tibia-Earthquake Valley fault-east,EQVE,02,UCSB,CFM4,EAST,309,84,297.92,surface,rlss,Proposed new id,126e,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012; Rockwell et al., 2013; Gordon et al. 2015",,,,,,,,,,,,,,,,,,,,
PNRA-ATEV-MULT-Agua_Tibia_Earthquake_Valley_fault_west-CFM4,03,Peninsular Ranges Area,PNRA,03,Agua Tibia-Earthquake Valley fault zone,ATEV,00,Multiple sections,MULT,03,Agua Tibia-Earthquake Valley fault-west,EQVW,03,UCSB,CFM4,WEST,311,89,361.85,surface,rlss,Proposed new id,126e,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012; Rockwell et al., 2013; Gordon et al. 2015",,,,,,,,,,,,,,,,,,,,
PNRA-HSSF-AGCT-Agua_Caliente_fault_zone-CFM4,03,Peninsular Ranges Area,PNRA,04,Hot Springs-San Felipe fault zone,HSSF,03,Agua Caliente,AGCT,01,Agua Caliente fault zone,ACFZ,01,UCSB,CFM4,ZONE,310,86,1317.54,surface,rlss,496b?,496,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012; Rockwell et al., 2013; Gordon et al. 2015",,,,,,,,,,,,,,,,,,,,
PNRA-HSSF-HOTS-Hot_Springs_fault-CFM4,03,Peninsular Ranges Area,PNRA,04,Hot Springs-San Felipe fault zone,HSSF,04,Hot Springs,HOTS,01,Hot Springs Fault,HTSF,01,UCSB,CFM4,,298,83,639.48,surface,rlss,496c?,496,,"Rockwell et al., 2013; Gordon et al., 2015",,,,,,,,,,,,,,,,,,,,
PNRA-HSSF-MRHS-Murrieta_Hotsprings_fault-CFM4,03,Peninsular Ranges Area,PNRA,04,Hot Springs-San Felipe fault zone,HSSF,05,Murietta-Hot Springs,MRHS,01,Murietta-Hot Springs fault,MRHS,01,UCSB,CFM4,,289,82,552.32,surface,rlss,496d?,496,,"Rockwell et al., 2013; Gordon et al., 2015",,,,,,,,,,,,,,,,,,,,
PNRA-NIRC-LABS-Newport_Inglewood_fault_dip_w_splays_split-CFM5,03,Peninsular Ranges Area,PNRA,05,Newport-Inglewood-Rose Canyon fault zone,NIRC,00,Multiple-Los Angeles basin,LABS,01,Newport-Inglewood fault,NIWF,01,UCSB_HRVD,CFM5,,137,80,1434.34,surface,rlss,,127a-b,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2017",,,,,,,,,,,,,,,,,,,,
PNRA-CLEP-LABS-Compton_Los_Alamitos_fault-CFM2,03,Peninsular Ranges Area,PNRA,06,Compton-Lower Elysian Park fault system,CLEP,01,Los Angeles Basin,LABS,01,Compton-Los_Alamitos fault,CLAF,01,HRVD,CFM2,CFM2,303,22,572.53,blind,r,assigned blind fault,133,,"Shaw and Suppe, 1996 (JGR)",,,,,,,,,,,,,,,,,,,,
PNRA-CLEP-LABS-Anaheim_fault-CFM1,03,Peninsular Ranges Area,PNRA,06,Compton-Lower Elysian Park fault system,CLEP,01,Los Angeles Basin,LABS,02,Anaheim fault,ANHF,02,HRVD,CFM1,CFM1,314,71,172.08,blind,orlr,assigned blind fault,363,,"Wright, 1991 (AAPG)",,,,,,,,,,,,,,,,,,,,
PNRA-CLEP-BLDH-Compton_Los_Alamitos_fault-CFM5,03,Peninsular Ranges Area,PNRA,06,Compton-Lower Elysian Park fault system,CLEP,02,Baldwin Hills,BLDH,01,Compton-Los Alamitos fault,CLAF,02,UCSB,CFM5,CFM5,292,19,336.66,blind,r,assigned blind fault,133,slight increase in dip to north,"Shaw and Suppe, 1996 (JGR); Nicholson et al., 2020",,,,,,,,,,,,,,,,,,,,
PNRA-CLEP-PHLS-Lower_Elysian_Park_fault-CFM1,03,Peninsular Ranges Area,PNRA,06,Compton-Lower Elysian Park fault system,CLEP,03,Puente Hills,PHLS,01,Lower Elysian Park fault,LEPF,01,HRVD,CFM1,CFMA,300,20,738.37,blind,r,assigned blind fault,134,CFM1 based on Shaw and Suppe fault bend folding modeling,"Davis et al., 1989 (JGR); Shaw and Suppe 1996 (JGR); Shaw et al., 2002 (BSSA)",,,,,,,,,,,,,,,,,,,,
