name,Source/Author,Last Update,Avg Strike,Avg Dip,Area [km^2],Exposure,Slip Sense,ID Comments,USGS ID,Fault Strand/Model Description,References
ETRA-CLGZ-NCHS-Grass_Valley_fault-CFM5,UCSB,CFM5,82,76,178.84,surface,llss,,108b,Steep model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2014; Plesch et al., 2014"
ETRA-CLGZ-SBMT-Tunnel_Ridge_Arrastre_Canyon_fault-CFM5,UCSB,CFM5,45,79,239.49,surface,llss,,326+327,Steep model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2014; Plesch et al., 2014"
ETRA-CLGZ-SCHS-Cleghorn_fault-CFM5,UCSB,CFM5,96,77,298.71,surface,llss,,108a,Steep model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2014; Plesch et al., 2014"
ETRA-LSBM-1992-Joshua_Tree_sequence-CFM6,CMDT,CFM6,179,90,258.38,blind,rlss,,395,relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012; Nicholson et al., 2012"
ETRA-LSBM-BRMT-Burnt_Mountain_East_Wide_Canyon_fault-CFM5,UCSB,CFM5,176,89,315.56,surface,rlss,,119,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012; Nicholson et al., 2012"
ETRA-LSBM-ERPK-Eureka_Peak_West_Deception_Canyon_fault-CFM5,UCSB,CFM5,167,89,363.02,surface,rlss,,120,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012; Nicholson et al., 2012"
ETRA-LSBM-LGCS-Long_Canyon_fault-CFM5,UCSB,CFM5,355,86,168.36,blind,rlss,,337,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012; Nicholson et al., 2012"
ETRA-NFTS-DTMT-Deep_detachment-CFM5,UCSB,CFM5,75,11,1254.44,blind,r,,missing,relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2014; Plesch et al., 2014"
ETRA-NFTS-EAST-North_Frontal_Thrust_fault-CFM5,CMDT,CFM5,101,60,458.81,surface,r,,109b,Low-dip model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2014; Plesch et al., 2014"
ETRA-NFTS-WEST-North_Frontal_Thrust_fault-CFM5,CMDT,CFM5,83,51,739.28,surface,r,,109a,Low-dip model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2014; Plesch et al., 2014"
ETRA-PMFZ-MRVS-Morongo_Valley_fault-CFM5,UCSB,CFM5,230,89,269.62,surface,llss,proposed 118c,118,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012; Nicholson et al., 2012"
ETRA-PMFZ-MULT-Pinto_Mountain_fault-CFM5,UCSB,CFM5,265,90,1166.94,surface,llss,,118,Qfaults + relocated seismicty,"Bryant, 2005+updates; Hauksson et al., 2012; Nicholson et al., 2012"
ETRA-SANA-MULT-Santa_Ana_fault-CFM5,CMDT,CFM5,96,88,896.77,surface,r,,335+339,"south dip, gocad project has n dip alternative","Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2016"
ETRA-SBMT-WEST-Waterman_Canyon_fault-CFM5,CMDT,CFM5,98,86,283.9,surface,r,,334,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2016"
GRFS-GRFZ-EAST-Garlock_fault-CFM5,UCSB,CFM5,254,86,1803.13,surface,llss,,69b-c,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012; Nicholson et al., 2012"
GRFS-GRFZ-EAST-Owl_Lake_fault-CFM5,UCSB,CFM5,58,88,239.49,surface,olln,,70,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012; Nicholson et al., 2012"
GRFS-GRFZ-WEST-Garlock_fault-CFM5,UCSB,CFM5,239,89,1432.11,surface,llss,,69a,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012; Nicholson et al., 2012"
GVFA-KRCS-KRCN-Kern_Canyon_fault-CFM5,CMDT,CFM5,6,62,2058.29,surface,orln,,494,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2014; Nicholson et al., 2014"
GVFA-KRCS-LISA-Lake_Isabella_lineament-CFM2,HRVD,CFM2,10,90,840.55,blind,rlss,,missing,relocated seismicity,"Hauksson et al., 2012+updates"
GVFA-PLFZ-MULT-Pleito_fault-CFM2,HRVD,CFM2,92,45,760.36,surface,r,,76a-b,,Medwedeff 1992; Namson & Davis 1988 (GSA Bull.)
GVFA-TDRS-COAL-Coalinga_blind_fault-CFM2,HRVD,CFM2,138,10,499.84,blind,orlr,,missing,,Guzofski et al. 2007 (JGR)
GVFA-TDRS-KTLM-Kettleman_Hills_blind_fault_North_Dome-CFM2,HRVD,CFM2,127,17,352.73,blind,orlr,,missing,North Dome,Guzofski et al. 2007 (JGR)
GVFA-TDRS-LSTH-Lost_Hills_blind_fault-CFM2,HRVD,CFM2,144,29,171.31,blind,orlr,,missing,,Guzofski et al. 2007 (JGR)
GVFA-WWFZ-MULT-White_Wolf_fault-CFM5,UCSB,CFM5,57,68,2113.2,surface,ollr,,74,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Bawden, 2001; Goodman and Malin, 1992; Nicholson et al., 2019"
GVFA-WWFZ-NEST-Scodie_Lineament-CFM5,UCSB,CFM5,41,85,205.66,blind,ollr,proposed 74c,74c,relocated seismicity,"Hauksson et al., 2012+updates; Nicholson et al., 2019"
MJVA-BWFZ-MULT-Blackwater_fault-CFM5,UCSB,CFM5,144,86,513.43,surface,rlss,,113,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016"
MJVA-CHFZ-MULT-Calico_Hidalgo_fault-CFM5,UCSB,CFM5,322,85,1769.24,surface,rlss,,121a-c,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016"
MJVA-CHFZ-WCLS-West_Calico_FaultA_fault-CFM5,CMDT,CFM5,152,87,521.34,surface,rlss,,121b,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016"
MJVA-CREC-CMPR-Camp_Rock_fault-CFM5,UCSB,CFM5,312,90,459.42,surface,rlss,,114a,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016"
MJVA-CREC-CPMT-Copper_Mountain_fault-CFM5,UCSB,CFM5,140,87,132.97,surface,rlss,,114c,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016"
MJVA-CREC-EMRS-Emerson_fault-CFM5,UCSB,CFM5,148,87,459.06,surface,rlss,,114b,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016"
MJVA-CREC-EMRS-Galway_Lake_fault-CFM2,HRVD,CFM2,168,90,140.47,surface,rlss,,114b,,"Bryant 2005+updates; Hauksson et al., 2012+updates"
MJVA-CREC-EMRS-North_Emerson_fault-CFM3,HRVD,CFM3,323,90,568.63,surface,rlss,,114b,,"Pollitz & Stacks 2002 (BSSA), Bryant 2005+updates, Hauksson et al., 2012+updates"
MJVA-CRSF-BCYL-Bicycle_Lake_fault-CFM5,UCSB,CFM5,276,90,249.93,surface,llss,,357,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016"
MJVA-CRSF-BCYL-Bitter_Springs_fault-CFM5,UCSB,CFM5,69,88,134.52,surface,llss,,477,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016"
MJVA-CRSF-CADY-Cady_fault-CFM5,UCSB,CFM5,90,88,286.63,surface,llss,,345,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016"
MJVA-CRSF-CYTL-Coyote_Lake_fault-CFM5,CMDT,CFM5,74,88,593.56,surface,llss,,354,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016"
MJVA-CRSF-GNTM-Granite_Mountains_fault_west-CFM5,UCSB,CFM5,126,90,253.19,surface,rlss,,467,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016"
MJVA-CRSF-GNTM-McLean_Lake_Drinkwater_Lake_fault-CFM5,UCSB,CFM5,94,89,766.87,surface,llss,,467,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016"
MJVA-CRSF-GNTM-Nelson_Lake_fault-CFM6,UCSB,CFM6,92,84,584.68,surface,llss,,467,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016"
MJVA-CRSF-MANX-Manix_fault-CFM5,UCSB,CFM5,250,87,523.49,surface,llss,,344,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016"
MJVA-CRSF-TFMT-Coyote_Canyon_fault-CFM5,UCSB,CFM5,274,89,592.45,surface,llss,,362,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016"
MJVA-ECSZ-1992-Barstow_Trend-CFM6,CMDT,CFM6,341,90,114.44,blind,rlss,,missing,relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2014; Nicholson et al., 2014"
MJVA-ECSZ-1992-Landers_cross_fault_North_I-CFM6,CMDT,CFM6,80,77,112.27,blind,llss,,missing,relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2014; Nicholson et al., 2014"
MJVA-ECSZ-1992-Landers_cross_fault_North_II-CFM6,CMDT,CFM6,269,89,199.25,blind,llss,,missing,relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2014; Nicholson et al., 2014"
MJVA-GLPS-GLDS-Goldstone_Lake_fault-CFM5,UCSB,CFM5,141,88,577.2,surface,rlss,,355,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016"
MJVA-GLPS-PRDS-Paradise_fault-CFM5,UCSB,CFM5,169,85,436.35,surface,rlss,,355,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016"
MJVA-HPFZ-GVHS-Gravel_Hills_fault_nw-CFM5,CMDT,CFM5,302,90,101.81,surface,rlss,,112,nw splay; relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016"
MJVA-HPFZ-GVHS-Harper_Valley_fault-CFM5,CMDT,CFM5,320,87,78.53,surface,rlss,,112,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016"
MJVA-HPFZ-HPVS-Harper_Valley_Mt_General_fault-CFM5,CMDT,CFM5,318,89,373.31,surface,rlss,Proposed 343a+b,343,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016"
MJVA-HPFZ-MULT-Gravel_Hills_Harper_Lake_fault-CFM5,UCSB,CFM5,311,88,685.67,surface,rlss,,112,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2014; Plesch et al., 2014"
MJVA-HSLZ-MULT-Helendale_South_Lockhart_fault-CFM5,UCSB,CFM5,320,87,1803.55,surface,rlss,,110a-c,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2014; Plesch et al., 2014"
MJVA-HSLZ-SBMT-Pipes_Canyon_fault-CFM5,UCSB,CFM5,145,85,267.89,surface,rlss,proposed 320b,320,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2014; Plesch et al., 2014"
MJVA-HSLZ-SBMT-Pipes_Canyon_fault_north_extension-CFM6,UCSB,CFM6,129,86,139.92,surface,rlss,proposed 320a,320,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2014; Plesch et al., 2014"
MJVA-HSLZ-SBMT-Southern_Helendale_fault-CFM5,UCSB,CFM5,131,82,409.36,surface,rlss,,110c,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2014; Plesch et al., 2014"
